"","sub.id","sub.name","sub.sys","sub.status","pri.id","pri.name","pri.status","start","end"
"4106",39831,"PONDEROSA GATHERING (USG), LLC.","GT","ACTIVE",39831,"PONDEROSA GATHERING (USG), LLC.","Superseded",2018-07-10,2021-05-23
"4107",39832,"CCI SAN JUAN LLC","HL","INACTIVE",39832,"CCI SAN JUAN LLC","Current",2018-07-11,2025-01-26
"4108",39833,"SAN MATEO BLACK RIVER OIL PIPELINE, LLC","HL","ACTIVE",39833,"SAN MATEO BLACK RIVER OIL PIPELINE, LLC","Current",2018-07-11,2025-01-26
"4109",39834,"REP KANSAS GATHERING, LLC","GT","ACTIVE",39834,"REP KANSAS GATHERING, LLC","Current",2018-07-11,2025-01-26
"4110",39835,"RENEWABLE ENERGY OF JEFFERSON LLC","GT","ACTIVE",39835,"RENEWABLE ENERGY OF JEFFERSON LLC","Current",2018-07-11,2025-01-26
"4111",39836,"SOUTHERN ENERGY CORP","GT","INACTIVE",39836,"GULF PINE ENERGY OPERATING, LLC","Current",2018-07-11,2025-01-26
"4112",39837,"PARAMOUNT PIPELINE LLC","HL","ACTIVE",39837,"PARAMOUNT PIPELINE LLC","Current",2018-07-11,2025-01-26
"4113",39838,"ENERGY DEVELOPMENTS OF INDY, LLC","GD","INACTIVE",39838,"ENERGY DEVELOPMENTS OF INDY, LLC","Current",2018-07-11,2025-01-26
"4114",39839,"INTEGRA AFFORDABLE MANAGEMENT","GD","ACTIVE",39839,"INTEGRA AFFORDABLE MANAGEMENT","Current",2018-07-11,2025-01-26
"4115",39840,"BLUE RIDGE RENEWABLES LLC","GT","ACTIVE",39840,"BLUE RIDGE RENEWABLES LLC","Current",2018-07-11,2025-01-26
"4116",39841,"RED BUTTE PIPELINE LLC","HL","ACTIVE",39822,"SCM PR, LLC","Current",2020-01-01,2025-01-26
"4117",39841,"RED BUTTE PIPELINE LLC","HL","ACTIVE",39841,"RED BUTTE PIPELINE LLC","Superseded",2018-07-11,2019-12-31
"4118",39842,"UNITED PARCEL SERVICE CENTENNIAL","GT","ACTIVE",39842,"UNITED PARCEL SERVICE CENTENNIAL","Current",2018-07-17,2025-01-26
"4119",39843,"SANGUINE GAS EXPLORATION, LLC","GT","ACTIVE",39843,"SANGUINE GAS EXPLORATION, LLC","Current",2018-07-19,2025-01-26
"4120",39844,"THUNDER CREEK GAS SERVICES, LLC","GT","INACTIVE",39187,"THUNDER CREEK NGL PIPELINE, LLC","Current",2018-07-23,2025-01-26
"4121",39845,"ALPHA BARNES REAL ESTATE","GD","ACTIVE",39845,"ALPHA BARNES REAL ESTATE","Current",2018-07-25,2025-01-26
"4122",39846,"COATES CABINS","GD","ACTIVE",39846,"COATES CABINS","Current",2018-07-25,2025-01-26
"4123",39848,"LAMBDA ENERGY RESOURCES LLC","HL","INACTIVE",39848,"LAMBDA ENERGY RESOURCES LLC","Current",2018-07-26,2025-01-26
"4124",39849,"COASTAL CAVERNS, INC.","HL","INACTIVE",39849,"COASTAL CAVERNS, INC.","Current",2018-07-31,2025-01-26
"4125",39850,"TAIT ELECTRIC GENERATING STATION, LLC","GT","ACTIVE",39850,"TAIT ELECTRIC GENERATING STATION, LLC","Current",2018-08-06,2025-01-26
"4126",39851,"FIRST CAPITAL RESIDENTIAL LLC","GD","ACTIVE",39851,"FIRST CAPITAL RESIDENTIAL LLC","Current",2018-08-06,2025-01-26
"4127",39852,"CAMINO NATURAL RESOURCES, LLC","GT","INACTIVE",39852,"CAMINO NATURAL RESOURCES, LLC","Current",2018-08-06,2025-01-26
"4128",39853,"OUTRIGGER DJ OPERATING LLC","HL","ACTIVE",39853,"OUTRIGGER DJ OPERATING LLC","Current",2018-08-06,2025-01-26
"4129",39854,"INGEVITY CORPORATION","GT","ACTIVE",39854,"INGEVITY CORPORATION","Current",2018-08-07,2025-01-26
"4130",39855,"CACTUS FEEDERS","GT","ACTIVE",39855,"CACTUS FEEDERS","Current",2018-08-08,2025-01-26
"4131",39856,"KAIB & KAIB, LLC","GD","ACTIVE",39856,"KAIB & KAIB, LLC","Current",2018-08-15,2025-01-26
"4132",39857,"DD&M CONTRACTORS LTD","GD","ACTIVE",39857,"DD&M CONTRACTORS LTD","Current",2018-08-15,2025-01-26
"4133",39858,"BROAD MANAGEMENT","GD","ACTIVE",39858,"BROAD MANAGEMENT","Current",2018-08-15,2025-01-26
"4134",39859,"MOORE AND COMPANY REALTORS","GD","ACTIVE",39859,"MOORE AND COMPANY REALTORS","Current",2018-08-17,2025-01-26
"4135",39860,"LANDMARK REI","GD","ACTIVE",39860,"LANDMARK REI","Current",2018-08-17,2025-01-26
"4136",39862,"DTM BIRDSBORO PIPELINE, LLC","GT","ACTIVE",38932,"Bluestone","Current",2018-08-22,2025-01-26
"4137",39863,"ASSET PLUS COMPANIES","GD","ACTIVE",39863,"ASSET PLUS COMPANIES","Current",2018-08-24,2025-01-26
"4138",39865,"DEW POINT MIDSTREAM, LLC","HL","INACTIVE",39271,"EAGLECLAW MIDSTREAM VENTURES","Current",2021-05-12,2025-01-26
"4139",39865,"DEW POINT MIDSTREAM, LLC","HL","INACTIVE",39865,"DEW POINT MIDSTREAM, LLC","Superseded",2018-09-04,2021-05-11
"4140",39866,"WHITE MARLIN MIDSTREAM, LLC","GT","INACTIVE",39866,"WHITE MARLIN MIDSTREAM, LLC","Current",2018-09-05,2025-01-26
"4141",39867,"RIVIERA OPERATING,LLC","GT","INACTIVE",39867,"RIVIERA OPERATING,LLC","Current",2018-09-05,2025-01-26
"4142",39868,"AMERESCO WOODLAND MEADOWS ROMULUS LLC","GT","ACTIVE",39868,"AMERESCO WOODLAND MEADOWS ROMULUS LLC","Current",2018-09-05,2025-01-26
"4143",39869,"NAVIGATOR SMS PIPELINE","HL","ACTIVE",39869,"NAVIGATOR SMS PIPELINE","Current",2018-09-07,2025-01-26
"4144",39870,"CIARDELLI FUEL COMPANY","GD","ACTIVE",39870,"CIARDELLI FUEL COMPANY","Current",2018-09-07,2025-01-26
"4145",39871,"PINE TREE PLACE CONDOMIUM UNIT OWNERS ASSOCIATION","GD","ACTIVE",39871,"PINE TREE PLACE CONDOMIUM UNIT OWNERS ASSOCIATION","Current",2018-09-07,2025-01-26
"4146",39872,"CANTERBURY COMMONS PROPERTIES, INC.","GD","ACTIVE",39872,"CANTERBURY COMMONS PROPERTIES, INC.","Current",2018-09-12,2025-01-26
"4147",39873,"MGCCC","GD","ACTIVE",39873,"MGCCC","Current",2018-09-18,2025-01-26
"4148",39874,"BEACON WEST ENERGY GROUP, LLC","GT","ACTIVE",39874,"BEACON WEST ENERGY GROUP, LLC","Current",2018-09-25,2025-01-26
"4149",39874,"BEACON WEST ENERGY GROUP, LLC","HL","ACTIVE",39874,"BEACON WEST ENERGY GROUP, LLC","Current",2018-09-25,2025-01-26
"4150",39875,"PEOPLES ELECTRIC COOPERATIVE","GT","ACTIVE",39875,"PEOPLES ELECTRIC COOPERATIVE","Current",2018-10-01,2025-01-26
"4151",39877,"DONLIN GOLD","GT","ACTIVE",39877,"DONLIN GOLD","Current",2018-10-02,2025-01-26
"4152",39878,"SPOT TERMINAL OPERATING LLC","HL","ACTIVE",31618,"Enterprise","Current",2018-10-09,2025-01-26
"4153",39879,"DWYER TERMINAL, LLC","HL","INACTIVE",39879,"DWYER TERMINAL, LLC","Current",2018-10-10,2025-01-26
"4154",39880,"TERRA TRANSMISSION, LLC.","GT","ACTIVE",39880,"TERRA TRANSMISSION, LLC.","Current",2018-10-11,2025-01-26
"4155",39881,"VALIANT MIDSTREAM","GT","INACTIVE",39881,"VALIANT MIDSTREAM","Current",2018-10-16,2025-01-26
"4156",39882,"GETKA ENERGY, LLC","HL","INACTIVE",39882,"GETKA ENERGY, LLC","Current",2018-10-16,2025-01-26
"4157",39883,"POWHATAN SALT COMPANY LLC","HL","INACTIVE",39883,"POWHATAN SALT COMPANY LLC","Current",2018-10-17,2025-01-26
"4158",39884,"SENECA VILLAGE","GD","ACTIVE",39884,"SENECA VILLAGE","Current",2018-10-22,2025-01-26
"4159",39886,"SPIRE STL PIPELINE LLC","GT","ACTIVE",39886,"SPIRE STL PIPELINE LLC","Current",2018-10-26,2025-01-26
"4160",39887,"TEXOMA CRUDE OIL PIPELINE CO., LLC","HL","ACTIVE",39540,"ARB MIDSTREAM, LLC","Current",2018-11-02,2025-01-26
"4161",39887,"TEXOMA CRUDE OIL PIPELINE CO., LLC","HL","ACTIVE",39887,"TEXOMA CRUDE OIL PIPELINE CO., LLC","Superseded",2018-11-01,2018-11-01
"4162",39888,"FORE RIVER ENERGY CENTER","HL","ACTIVE",39888,"FORE RIVER ENERGY CENTER","Current",2018-11-07,2025-01-26
"4163",39889,"GREENCROFT GOSHEN","GD","ACTIVE",39889,"GREENCROFT GOSHEN","Current",2018-11-07,2025-01-26
"4164",39891,"DOWN HOME RENTAL PROPERTIES, LLC.","GD","ACTIVE",39891,"DOWN HOME RENTAL PROPERTIES, LLC.","Current",2018-11-13,2025-01-26
"4165",39892,"DAYLIGHT PETROLEUM LLC","HL","ACTIVE",39892,"DAYLIGHT PETROLEUM LLC","Current",2018-11-13,2025-01-26
"4166",39894,"AMP INTRASTATE PIPELINE, LLC","GT","ACTIVE",39894,"AMP INTRASTATE PIPELINE, LLC","Current",2018-11-26,2025-01-26
"4167",39895,"CARLSBAD GATEWAY, LLC","GT","INACTIVE",39895,"SENDERO CARLSBAD GATEWAY, LLC","Current",2018-11-27,2025-01-26
"4168",39896,"AIX LA CHAPELLE CONDOMINIUM ASSOCIATION","GD","ACTIVE",39896,"AIX LA CHAPELLE CONDOMINIUM ASSOCIATION","Current",2018-12-03,2025-01-26
"4169",39897,"WILLOWBROOK CONDOMINIUMS","GD","ACTIVE",39897,"WILLOWBROOK CONDOMINIUMS","Current",2018-12-03,2025-01-26
"4170",39898,"HIDDEN LAKE CONDOMINIUMS","GD","ACTIVE",39898,"HIDDEN LAKE CONDOMINIUMS","Current",2018-12-03,2025-01-26
"4171",39899,"SUNDOWN APARTMENTS","GD","ACTIVE",39899,"SUNDOWN APARTMENTS","Current",2018-12-03,2025-01-26
"4172",39900,"BBR OIL LLC","GD","ACTIVE",39900,"BBR OIL LLC","Current",2018-12-04,2025-01-26
"4173",39901,"MARKWEST PIONEER, L.L.C.","GT","INACTIVE",39901,"MARKWEST PIONEER, L.L.C.","Current",2021-02-12,2025-01-26
"4174",39901,"MARKWEST PIONEER, L.L.C.","GT","INACTIVE",9171,"MARKWEST JAVELINA PIPELINE COMPANY, LLC","Superseded",2018-12-04,2021-02-11
"4175",39902,"CLUB EXPLORIA LLC-POCONO MTN VILLAS","GD","ACTIVE",39902,"CLUB EXPLORIA LLC-POCONO MTN VILLAS","Current",2018-12-06,2025-01-26
"4176",39903,"HANNA OIL AND GAS COMPANY","GT","ACTIVE",39903,"HANNA OIL AND GAS COMPANY","Current",2018-12-06,2025-01-26
"4177",39904,"PERMIAN ADVANTAGE TOYAH LLC","GT","INACTIVE",39904,"PERMIAN ADVANTAGE TOYAH LLC","Current",2018-12-07,2025-01-26
"4178",39905,"REP PROCESSING","HL","ACTIVE",39905,"REP PROCESSING","Current",2018-12-10,2025-01-26
"4179",39906,"SEAPORT SOUND TERMINAL, LLC","HL","ACTIVE",30909,"TRANSMONTAIGNE OPERATING COMPANY L.P.","Current",2018-12-10,2025-01-26
"4180",39908,"TALL OAK WOODFORD","GT","ACTIVE",39908,"TALL OAK WOODFORD","Current",2019-01-02,2025-01-26
"4181",39910,"CANES MIDSTREAM PRODUCTS LLC","HL","ACTIVE",39035,"Cogent Midstream Westex LLC","Current",2019-01-28,2025-01-26
"4182",39911,"GRI INVESTMENTS","GD","ACTIVE",39911,"GRI INVESTMENTS","Current",2019-01-28,2025-01-26
"4183",39912,"ENERTEX NB, LLC","GD","INACTIVE",32371,"GAS ENERGY, LLC","Current",2019-01-28,2025-01-26
"4184",39913,"DTM LOUISIANA GATHERING, LLC","GT","ACTIVE",38932,"Bluestone","Current",2021-07-01,2025-01-26
"4185",39913,"DTM LOUISIANA GATHERING, LLC","GT","ACTIVE",39913,"M5 LOUISIANA GATHERING, LLC","Superseded",2019-01-28,2021-06-30
"4186",39915,"STERLING ENERGY INVESTMENTS LLC","HL","ACTIVE",39915,"STERLING ENERGY INVESTMENTS LLC","Current",2019-01-29,2025-01-26
"4187",39916,"GRI INVESTMENTS","GD","INACTIVE",39916,"GRI INVESTMENTS","Current",2019-01-31,2025-01-26
"4188",39917,"DAVIS RE","GD","ACTIVE",39917,"DAVIS RE","Current",2019-01-31,2025-01-26
"4189",39918,"MARKWEST POWER TEX, L.L.C.","GT","INACTIVE",40149,"MPLX","Current",2021-02-13,2025-01-26
"4190",39918,"MARKWEST POWER TEX, L.L.C.","GT","INACTIVE",39918,"MARKWEST POWER TEX, L.L.C.","Superseded",2021-02-12,2021-02-12
"4191",39918,"MARKWEST POWER TEX, L.L.C.","GT","INACTIVE",9171,"MARKWEST JAVELINA PIPELINE COMPANY, LLC","Superseded",2019-01-31,2021-02-11
"4192",39919,"MARKWEST BLUESTONE ETHANE PIPELINE, L.L.C.","HL","INACTIVE",40149,"MPLX","Current",2019-02-01,2025-01-26
"4193",39919,"MARKWEST BLUESTONE ETHANE PIPELINE, L.L.C.","HL","INACTIVE",32412,"MARKWEST LIBERTY MIDSTREAM & RESOURCES, LLC","Superseded",2019-01-31,2019-01-31
"4194",39920,"MARKWEST LIBERTY ETHANE PIPELINE, L.L.C.","HL","INACTIVE",40149,"MPLX","Current",2019-02-01,2025-01-26
"4195",39920,"MARKWEST LIBERTY ETHANE PIPELINE, L.L.C.","HL","INACTIVE",32412,"MARKWEST LIBERTY MIDSTREAM & RESOURCES, LLC","Superseded",2019-01-31,2019-01-31
"4196",39921,"MARKWEST TEXAS PNG UTILITY, L.L.C.","GT","ACTIVE",40149,"MPLX","Current",2021-02-13,2025-01-26
"4197",39921,"MARKWEST TEXAS PNG UTILITY, L.L.C.","GT","ACTIVE",39921,"MARKWEST TEXAS PNG UTILITY, L.L.C.","Superseded",2021-02-12,2021-02-12
"4198",39921,"MARKWEST TEXAS PNG UTILITY, L.L.C.","GT","ACTIVE",9171,"MARKWEST JAVELINA PIPELINE COMPANY, LLC","Superseded",2019-01-31,2021-02-11
"4199",39922,"MARKWEST LIBERTY NGL PIPELINE, L.L.C.","HL","INACTIVE",40149,"MPLX","Current",2019-02-01,2025-01-26
"4200",39922,"MARKWEST LIBERTY NGL PIPELINE, L.L.C.","HL","INACTIVE",32412,"MARKWEST LIBERTY MIDSTREAM & RESOURCES, LLC","Superseded",2019-01-31,2019-01-31
"4201",39923,"MARKWEST PNG UTILITY, L.L.C.","GT","INACTIVE",40149,"MPLX","Current",2021-02-13,2025-01-26
"4202",39923,"MARKWEST PNG UTILITY, L.L.C.","GT","INACTIVE",39923,"MARKWEST PNG UTILITY, L.L.C.","Superseded",2021-02-12,2021-02-12
"4203",39923,"MARKWEST PNG UTILITY, L.L.C.","GT","INACTIVE",9171,"MARKWEST JAVELINA PIPELINE COMPANY, LLC","Superseded",2019-01-31,2021-02-11
"4204",39924,"MARKWEST JAVELINA COMPANY, L.L.C.","GT","INACTIVE",9171,"MARKWEST JAVELINA PIPELINE COMPANY, LLC","Current",2019-01-31,2025-01-26
"4205",39924,"MARKWEST JAVELINA COMPANY, L.L.C.","HL","INACTIVE",9171,"MARKWEST JAVELINA PIPELINE COMPANY, LLC","Current",2019-01-31,2025-01-26
"4206",39925,"MABELVALE ROSE, LLC","GD","ACTIVE",39925,"MABELVALE ROSE, LLC","Current",2019-01-31,2025-01-26
"4207",39926,"MARKWEST GAS SERVICES, L.L.C.","GT","INACTIVE",9171,"MARKWEST JAVELINA PIPELINE COMPANY, LLC","Current",2019-02-01,2025-01-26
"4208",39927,"HUDSON RENTAL PROPERTIES","GD","ACTIVE",39927,"HUDSON RENTAL PROPERTIES","Current",2019-02-01,2025-01-26
"4209",39928,"JAMESTOWN BOARD OF PUBLIC UTILITIES","GT","ACTIVE",31442,"Douglas","Current",2019-02-05,2025-01-26
"4210",39931,"NST TRANSLOAD OPERATING COMPANY, LLC","HL","ACTIVE",39931,"NST TRANSLOAD OPERATING COMPANY, LLC","Current",2019-02-07,2025-01-26
"4211",39932,"K. P. PROPERTIES","GD","ACTIVE",39932,"K. P. PROPERTIES","Current",2019-02-07,2025-01-26
"4212",39933,"CHEYENNE CONNECTOR, LLC","GT","ACTIVE",1007,"Tallgrass","Current",2020-07-13,2025-01-26
"4213",39933,"CHEYENNE CONNECTOR, LLC","GT","ACTIVE",39933,"Cheyenne Connector LLC","Superseded",2019-02-08,2025-01-25
"4214",39934,"CLEAR CREEK STORAGE COMPANY, LLC","GT","ACTIVE",39934,"CLEAR CREEK STORAGE COMPANY, LLC","Current",2019-02-08,2025-01-26
"4215",39934,"CLEAR CREEK STORAGE COMPANY, LLC","UNGS","ACTIVE",39935,"SPIRE STORAGE WEST LLC","Current",2017-01-08,2025-01-26
"4216",39935,"SPIRE STORAGE WEST LLC","GT","ACTIVE",39935,"SPIRE STORAGE WEST LLC","Current",2019-02-08,2025-01-26
"4217",39935,"SPIRE STORAGE WEST LLC","UNGS","ACTIVE",39935,"SPIRE STORAGE WEST LLC","Current",2017-01-08,2025-01-26
"4218",39937,"BLACK MOUNTAIN SAND MIDCON LLC","GT","ACTIVE",39937,"BLACK MOUNTAIN SAND MIDCON LLC","Current",2019-02-13,2025-01-26
"4219",39938,"CHISOS LOGISTICS, LLC","HL","INACTIVE",39938,"CHISOS LOGISTICS, LLC","Current",2019-02-14,2025-01-26
"4220",39940,"SUNSHINE PROPANE","GD","ACTIVE",39940,"SUNSHINE PROPANE","Current",2019-02-21,2025-01-26
"4221",39941,"MARKWEST UTICA EMG, L.L.C.","HL","ACTIVE",40149,"MPLX","Current",2019-02-26,2025-01-26
"4222",39941,"MARKWEST UTICA EMG, L.L.C.","HL","ACTIVE",32412,"MARKWEST LIBERTY MIDSTREAM & RESOURCES, LLC","Superseded",2019-02-25,2019-02-25
"4223",39942,"RAVEN BUTENE-1, LLC","GT","ACTIVE",39942,"RAVEN BUTENE-1, LLC","Current",2019-02-27,2025-01-26
"4224",39943,"JENNCO PUMPING SERVICES LLC","GT","INACTIVE",39943,"JENNCO PUMPING SERVICES LLC","Current",2019-02-28,2025-01-26
"4225",39944,"BLUESTEM PIPELINE LLC","HL","ACTIVE",30826,"Williams Field","Current",2019-03-04,2025-01-26
"4226",39945,"LAKE OF THE WOODS CAMPGROUND","GD","ACTIVE",39945,"LAKE OF THE WOODS CAMPGROUND","Current",2019-03-05,2025-01-26
"4227",39946,"MALL OF AMERICA","GD","ACTIVE",39946,"MALL OF AMERICA","Current",2019-03-07,2025-01-26
"4228",39948,"MICHAELS MS PROPERTIES","GD","ACTIVE",39948,"MICHAELS MS PROPERTIES","Current",2019-03-08,2025-01-26
"4229",39949,"MERIDIAN HOUSING AUTHORITY","GD","ACTIVE",39949,"MERIDIAN HOUSING AUTHORITY","Current",2019-03-08,2025-01-26
"4230",39950,"DKL DELAWARE GATHERING, LLC","GT","ACTIVE",39950,"3 BEAR DELAWARE OPERATING-NM, LLC","Current",2019-03-12,2025-01-26
"4231",39950,"DKL DELAWARE GATHERING, LLC","HL","ACTIVE",11551,"DELEK LOGISTICS OPERATING, LLC.","Current",2024-01-23,2025-01-26
"4232",39950,"DKL DELAWARE GATHERING, LLC","HL","ACTIVE",39950,"3 BEAR DELAWARE OPERATING-NM, LLC","Superseded",2019-03-12,2024-01-22
"4233",39952,"UNITED DAIRYMEN OF ARIZONA","GT","INACTIVE",39952,"UNITED DAIRYMEN OF ARIZONA","Current",2019-03-14,2025-01-26
"4234",39956,"MID-ALASKA PIPELINE, LLC","HL","ACTIVE",39956,"MID-ALASKA PIPELINE, LLC","Current",2019-03-18,2025-01-26
"4235",39957,"VALERO RENEWABLE FUELS","GT","ACTIVE",39957,"VALERO RENEWABLE FUELS","Current",2019-03-18,2025-01-26
"4236",39958,"1849 MIDSTREAM PARTNERS, LLC","GT","INACTIVE",39958,"1849 MIDSTREAM PARTNERS, LLC","Current",2019-03-18,2025-01-26
"4237",39959,"1849 ENERGY PARTNERS OPERATING, LLC","GT","INACTIVE",39959,"1849 ENERGY PARTNERS OPERATING, LLC","Current",2019-03-18,2025-01-26
"4238",39960,"MARKWEST PIPELINE COMPANY, L.L.C.","HL","INACTIVE",40149,"MPLX","Current",2021-02-13,2025-01-26
"4239",39960,"MARKWEST PIPELINE COMPANY, L.L.C.","HL","INACTIVE",39960,"MARKWEST PIPELINE COMPANY, L.L.C.","Superseded",2021-02-12,2021-02-12
"4240",39960,"MARKWEST PIPELINE COMPANY, L.L.C.","HL","INACTIVE",9171,"MARKWEST JAVELINA PIPELINE COMPANY, LLC","Superseded",2019-03-25,2021-02-11
"4241",39961,"AUTERRA OPERATING, LLC","HL","INACTIVE",39961,"AUTERRA OPERATING, LLC","Current",2019-03-25,2025-01-26
"4242",39962,"AMP NGL PIPELINES, LLC","HL","ACTIVE",39962,"AMP NGL PIPELINES, LLC","Current",2019-04-03,2025-01-26
"4243",39963,"TALLGRASS POWDER RIVER GATEWAY, LLC","HL","ACTIVE",1007,"Tallgrass","Current",2024-03-01,2025-01-26
"4244",39963,"TALLGRASS POWDER RIVER GATEWAY, LLC","HL","ACTIVE",39043,"tallgrass","Superseded",2019-04-03,2024-02-29
"4245",39964,"SOUTHERN GAS SERVICES, INC.","GD","ACTIVE",39964,"SOUTHERN GAS SERVICES, INC.","Current",2019-04-04,2025-01-26
"4246",39965,"CONTINUUM ENERGY SERVICES, LLC","HL","INACTIVE",39965,"CONTINUUM ENERGY SERVICES, LLC","Current",2019-04-07,2025-01-26
"4247",39966,"U.S. VENTURE, INC.","HL","ACTIVE",39966,"U.S. VENTURE, INC.","Current",2019-04-09,2025-01-26
"4248",39967,"IMPERIAL CRUDE, LLC","HL","ACTIVE",40204,"SCM OPS, LLC","Current",2020-12-15,2025-01-26
"4249",39967,"IMPERIAL CRUDE, LLC","HL","ACTIVE",39967,"IMPERIAL CRUDE, LLC","Superseded",2019-04-12,2020-12-14
"4250",39969,"HIDDEN PINES","GD","ACTIVE",39969,"HIDDEN PINES","Current",2019-04-29,2025-01-26
"4251",39971,"POINTE HILTON TAPITO CLIFFS RESORT","GD","ACTIVE",39971,"POINTE HILTON TAPITO CLIFFS RESORT","Current",2019-04-30,2025-01-26
"4252",39972,"AMERESCO NINETY FIRST AVENUE RENEWABLE BIOGAS","GT","ACTIVE",39972,"AMERESCO NINETY FIRST AVENUE RENEWABLE BIOGAS","Current",2019-04-30,2025-01-26
"4253",39973,"WRB REFINING LP - WOOD RIVER REFINERY","HL","ACTIVE",39973,"WRB REFINERY","Current",2019-04-30,2025-01-26
"4254",39974,"PETRODOME OPERATING, LLC","GT","ACTIVE",39974,"PETRODOME OPERATING, LLC","Current",2019-05-02,2025-01-26
"4255",39975,"REO OPERATING LLC","HL","INACTIVE",39975,"REO OPERATING LLC","Current",2019-05-06,2025-01-26
"4256",39976,"MARKWEST LIBERTY BLUESTONE, L.L.C.","HL","ACTIVE",40149,"MPLX","Current",2018-06-02,2025-01-26
"4257",39976,"MARKWEST LIBERTY BLUESTONE, L.L.C.","HL","ACTIVE",32412,"MARKWEST LIBERTY MIDSTREAM & RESOURCES, LLC","Superseded",2018-06-01,2018-06-01
"4258",39979,"ARM MIDSTREAM MANAGEMENT, LLC","HL","INACTIVE",39979,"ARM MIDSTREAM MANAGEMENT, LLC","Current",2019-05-14,2025-01-26
"4259",39980,"ENLINK DELAWARE CRUDE PIPELINE, LLC","HL","INACTIVE",39153,"TOMPC LLC","Current",2019-05-17,2025-01-26
"4260",39981,"WEST TYLER PIPELINE LLC","GT","ACTIVE",39981,"WEST TYLER PIPELINE LLC","Current",2019-05-20,2025-01-26
"4261",39982,"SCM CRUDE, LLC","HL","INACTIVE",39982,"SCM CRUDE, LLC","Current",2019-05-20,2025-01-26
"4262",39984,"CONVERGE MIDSTREAM LLC","HL","ACTIVE",39984,"CONVERGE MIDSTREAM LLC","Current",2019-05-23,2025-01-26
"4263",39985,"COLLEGIATE MIDSTREAM LLC","GT","ACTIVE",39985,"COLLEGIATE MIDSTREAM LLC","Current",2019-05-28,2025-01-26
"4264",39985,"COLLEGIATE MIDSTREAM LLC","HL","ACTIVE",39985,"COLLEGIATE MIDSTREAM LLC","Current",2019-05-28,2025-01-26
"4265",39987,"RELIABLE PIPELINE, LLC","GT","ACTIVE",39987,"RELIABLE PIPELINE, LLC","Current",2019-05-31,2025-01-26
"4266",39988,"FRONTIER MIDSTREAM SOLUTIONS IV,  LLC","HL","ACTIVE",39988,"FRONTIER MIDSTREAM SOLUTIONS IV,  LLC","Current",2019-06-07,2025-01-26
"4267",39990,"PINE ENERGIES, INC","HL","ACTIVE",39990,"PINE ENERGIES, INC","Current",2019-06-18,2025-01-26
"4268",39991,"PRISM MIDSTREAM LLC","HL","INACTIVE",39991,"PRISM MIDSTREAM LLC","Current",2019-06-28,2025-01-26
"4269",39992,"MEGLOBAL AMERICAS INC.","GT","ACTIVE",39992,"MEGLOBAL AMERICAS INC.","Current",2019-06-28,2025-01-26
"4270",39994,"GULF POWER","GT","INACTIVE",39420,"FLORIDA SOUTHEAST CONNECTION, LLC","Current",2019-06-28,2025-01-26
"4271",39995,"HOPKINSVILLE WATER ENVIRONMENT AUTHORITY","GD","ACTIVE",39995,"HOPKINSVILLE WATER ENVIRONMENT AUTHORITY","Current",2019-07-08,2025-01-26
"4272",39996,"M2E3 LLC","HL","ACTIVE",31618,"Enterprise","Current",2019-07-10,2025-01-26
"4273",39997,"POINTE AT WHITE MARSH APARTMENTS","GD","ACTIVE",39997,"POINTE AT WHITE MARSH APARTMENTS","Current",2019-07-15,2025-01-26
"4274",39998,"BOUNTY TRANSFER LLC","GT","ACTIVE",39998,"BOUNTY TRANSFER LLC","Current",2019-07-16,2025-01-26
"4275",39999,"MATHESON TRI-GAS, INC","GT","ACTIVE",39999,"MATHESON TRI-GAS, INC","Current",2019-07-17,2025-01-26
"4276",40000,"CP ENERGY LLC","HL","ACTIVE",40000,"CP ENERGY LLC","Current",2019-07-19,2025-01-26
"4277",40001,"KINCAID GENERATION, LLC","GT","ACTIVE",40001,"KINCAID GENERATION, LLC","Current",2019-08-05,2025-01-26
"4278",40002,"LAYLINE OIL AND GAS LLC","GT","ACTIVE",40002,"LAYLINE OIL AND GAS LLC","Current",2019-08-07,2025-01-26
"4279",40003,"DOS CAMINOS, LLC","GT","ACTIVE",39117,"TX PIPELINE WEBB CO LEAN SYS, LLC","Current",2019-08-07,2025-01-26
"4280",40004,"WILDCAT OIL GATHERING","HL","ACTIVE",40004,"WILDCAT OIL GATHERING","Current",2019-08-08,2025-01-26
"4281",40005,"LOS ANGELES WATER & POWER","GT","ACTIVE",40005,"LOS ANGELES WATER & POWER","Current",2019-08-09,2025-01-26
"4282",40006,"VERONA AT LANDOVER HILLS","GD","ACTIVE",40006,"VERONA AT LANDOVER HILLS","Current",2019-08-14,2025-01-26
"4283",40008,"WESTMORELAND ROSEBUD MINING LLC","GT","INACTIVE",40008,"WESTMORELAND ROSEBUD MINING LLC","Current",2019-08-20,2025-01-26
"4284",40009,"DEAD HORSE OIL COMPANY, LLC","GT","ACTIVE",40009,"DEAD HORSE OIL COMPANY, LLC","Current",2019-08-21,2025-01-26
"4285",40010,"CALIBER SPRING CREEK LLC","HL","ACTIVE",39099,"CALIBER MIDSTREAM","Current",2019-10-30,2025-01-26
"4286",40010,"CALIBER SPRING CREEK LLC","HL","ACTIVE",40010,"CALIBER SPRING CREEK LLC","Superseded",2019-08-27,2019-10-29
