REPORT_NUMBER,NAME,OPERATOR_ID,IYEAR,MDY,MoYr,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,cleanLoc,STATE,ON_OFF_SHORE,SYS,MSYS,SIGNIFICANT,SERIOUS,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,TOTAL_RELEASE,UNITS,FATALITY_IND,FATAL,INJURY_IND,INJURE,EXPLODE_IND,IGNITE_IND,NUM_PUB_EVACUATED,TOTAL_COST_CURRENT,INSTALLATION_YEAR,SYSTEM_PART_INVOLVED,PIPE_DIAMETER,CAUSE,CAUSE_DETAILS,NARRATIVE,mileage,pri.id,pri.name
20180057,ATMOS ENERGY CORPORATION - MID-TEX,31348,2018,2018-04-21,2018-04-01,2018-04-21T23:58:00Z,30.52648,-96.71029,"Caldwell, TX",TX,ONSHORE,GD,Gas,YES,YES,NATURAL GAS,70,0,70,mscf,NO,0,YES,1,YES,YES,3,181932.4840641012,UNKNOWN,SERVICE,0.75,"PIPE, WELD, OR JOINT FAILURE",MECHANICAL JOINT FAILURE,"ON APRIL 22, 2018 AT 08:10 ATMOS ENERGY RECEIVED NOTICE OF AN INCIDENT THAT HAD OCCURRED AT 900 N. O'NEAL STREET IN CALDWELL TEXAS AT 23:58 THE PREVIOUS DAY (APRIL 21).  ATMOS ENERGY REPRESENTATIVES ARRIVED ON SITE AT 08:45 ON APRIL 22 AND DISCOVERED INDICATIONS OF NATURAL GAS PRESENT UNDER O'NEAL STREET AND IN THE SEWER.  THE RESIDENTS OF 901 AND 904 O'NEAL STREET WERE EVACUATED AS A PRECAUTION WHILE ATMOS ENERGY COMPLETED ITS INVESTIGATION ALONG WITH REPRESENTATIVES FROM THE TEXAS RAILROAD COMMISSION.  AT APPROXIMATELY 13:30 ATMOS ENERGY CREWS IDENTIFIED A LEAK NEAR THE LOCATION WHERE THE SERVICE LINE FOR 901 O'NEAL TAPPED INTO THE GAS MAIN.  THE LEAK WAS ELIMINATED, THE SERVICE LINE TO 901 O'NEAL WAS REPLACED, AND GAS SERVICE WAS RESTORED BY 20:00 ON APRIL 22.    IN THE COURSE OF THE COMPANY'S INVESTIGATION, A THIRD PARTY CONDUCTED AN EXAMINATION AND TESTING OF THE FACILITIES.  THE RESULTS OF THE EXAMINATION AND TESTING WERE CONSISTENT WITH OTHER INFORMATION, WHICH INDICATED THAT THE SOURCE OF THE FUGITIVE NATURAL GAS WAS ASSOCIATED WITH THE INTERIOR DRESSER FITTING OF THE 900 COUPLING ASSEMBLY.",54551.9668,4473,Atmos
20180072,ATMOS ENERGY CORPORATION - MID-TEX,31348,2017,2017-05-18,2017-05-01,2017-05-18T10:21:00Z,32.902032,-97.041499,"Grapevine, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,2082,0,2082,mscf,NO,0,NO,0,NO,NO,0,114203.0145939675,1971,MAIN,10,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),"ADDITIONAL NRC REPORT NUMBER 1178842    AT APPROXIMATELY 10:21AM ON MAY 18, 2017, A DISTRIBUTION MAIN WAS HIT AT CROSSOVER #1 AT INTERNATIONAL SERVICE ROAD AT DFW AIRPORT BY AN ATMOS CONTRACTOR WHO WAS WORKING ON A PIPE REPLACEMENT PROJECT.  IN ORDER TO MAKE REPAIRS IT WAS DETERMINED THAT THE LINE NEEDED TO BE SHUT DOWN; CNG WAS UTILIZED TO PROVIDE UNINTERRUPTED GAS SERVICE TO AFFECTED CUSTOMERS.  THE REPAIRS WERE COMPLETED AT 3:00 AM ON MAY 19, 2017 AND BY 7:30 AM THE PIPE WAS BACK IN SERVICE AND CNG NO LONGER UTILIZED.    THIS WAS ORIGINALLY REPORTED TELEPHONICALLY TO THE NATIONAL RESPONSE CENTER (NRC) AND THE TEXAS RAILROAD COMMISSION (TRRC).  DURING THE INVESTIGATION WE EVALUATED THE ESTIMATED DAMAGES WOULD NOT EXCEED THE REPORTING CRITERIA AND WE RETRACTED THE TELEPHONIC REPORT AS WELL AS SENT A NOTIFICATION LETTER TO THE TRRC INFORMING THEM OF THE RETRACTION.  IN A MAY 30, 2018 MEETING WITH A TRRC PIPELINE SAFETY INSPECTOR, IT CAME TO OUR ATTENTION THAT THE TOTAL ESTIMATED DAMAGES MAY HAVE EXCEEDED THE $50,000 THRESHOLD REQUIRING US TO REPORT THIS INCIDENT.  WE HAVE FINALIZED OUR DAMAGE ESTIMATE WHICH IS INCLUDED IN THIS REPORT.         PART OF ATMOS ENERGY'S CONTINUAL EDUCATION AND OUTREACH EFFORTS INVOLVE MAKING CONTACT WITH EXCAVATORS WHO HAVE CHALLENGES RELATED TO CHAPTER 18 RULES AND REGULATIONS. THIS EXCAVATOR IS INCLUDED IN OUR PUBLIC LIAISON OUTREACH MEETINGS, AND WE HAVE FURTHER REACHED OUT TO THIS EXCAVATOR TO COMMUNICATE THE IMPORTANCE OF SAFE DIGGING AND LINE LOCATING PRACTICES.",54103.7542,4473,Atmos
20180076,ATMOS ENERGY CORPORATION - MID-TEX,31348,2018,2018-07-21,2018-07-01,2018-07-21T14:45:00Z,32.87923,-96.94119,"Irving, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,36.5,0,36.5,mscf,NO,0,NO,0,NO,NO,0,192500.89352611217,2018,MAIN,6,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),"ADDITIONAL NRC REPORT NUMBER 1219291    AT 2:55 PM ON JULY 21, 2018, A SECOND PARTY CONTRACTOR WORKING ON A REPLACEMENT PROJECT FOR ATMOS ENERGY DAMAGED A 6-INCH STEEL HIGH PRESSURE GAS LINE WHILE DIRECTIONAL DRILLING. THE LINE WAS LOCATED PRIOR TO EXCAVATION, HOWEVER, THE CONTRACTOR FAILED TO POT-HOLE AND IDENTIFY THE EXACT LOCATION OF THE GAS LINE. THE ACCESS ROAD IN FRONT OF NORTHWEST HWY AND AN ADJACENT PARKING LOT WERE BLOCKED OFF TO VEHICULAR TRAFFIC. AN ATMOS SERVICE TECH ARRIVED AT 4:29 PM AND VERIFIED THE RELEASE OF GAS. THE LEAK WAS ELIMINATED AT 6:32 PM BY CLOSING AN ABOVE-GROUND VALVE. THE DAMAGED SECTION OF THE PIPE WAS REPLACED AND PLACED BACK IN SERVICE ON OCTOBER 26, 2018.",54551.9668,4473,Atmos
20180100,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,6720,2018,2018-10-07,2018-10-01,2018-10-07T17:50:00Z,39.058136,-94.909503,"Leavenworth County, KS",KS,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,75,0,75,mscf,NO,0,NO,0,YES,YES,0,136160.70036908254,1976,MAIN,4,NATURAL FORCE DAMAGE,"EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS","AT 18:12 ON 10/7/2018 ATMOS ENERGY WAS NOTIFIED OF AN INCIDENT AT 15721 142ND ST BONNER SPRINGS, KS.  AN OPERATIONS SUPERVISOR ARRIVED ON THE SCENE AT 18:30, FOLLOWED BY A CONSTRUCTION CREW.  UPON ARRIVAL, ATMOS ENERGY PERSONNEL CLOSED THE VALVE ON THE MAIN TO THE EAST AND PINCHED THE PLASTIC TO THE WEST TO STOP THE FLOW OF GAS AND ELIMINATE THE SAFETY HAZARD.  THE FIRE DEPARTMENT ARRIVED ON THE SCENE AT 19:06.  NO INJURIES OCCURRED AS A RESULT OF THIS INCIDENT.  A NEARBY STRUCTURE CONTAINING A WATER PUMP STATION WAS DAMAGED.  APPROXIMATELY 34 CUSTOMERS WERE OUT OF SERVICE FOR APPROXIMATELY 24 HOURS FOLLOWING THE INCIDENT. ATMOS ENERGY'S INVESTIGATION DETERMINED THE CAUSE OF THE INCIDENT WAS EXCESSIVE STRESS PUT ON THE PIPE FROM SOIL SUBSIDENCE.",5907.498,4473,Atmos
20180121,ATMOS ENERGY CORPORATION - MID-TEX,31348,2018,2018-11-20,2018-11-01,2018-11-20T16:30:00Z,32.82089613,-97.02651041,"Irving, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,416.06,0,416.06,mscf,NO,0,NO,0,NO,NO,0,64333.42745558638,1979,OTHER,NA,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ADDITIONAL NRC REPORT NO. 1231039    ON NOVEMBER 20, 2018, A 3RD PARTY CONTRACTOR WAS MOVING DIRT OFF OF ATMOS ENERGY'S ROW TO USE AS FILL DIRT FOR A CONCRETE PROJECT NEARBY.  ATMOS ENERGY HAD RECEIVED A LOCATE TICKET FROM A DIFFERENT CONTRACTOR THAT INCLUDED THE AREA WHERE THE DAMAGE OCCURRED AND THE SCOPE OF THE TICKET WAS MARKED PROPERLY.  HOWEVER, THE CONTRACTOR THAT CAUSED THE DAMAGE DID NOT REQUEST A LOCATE FOR THE EXCAVATION THAT RESULTED IN THIS INCIDENT.  THIS ROW CONTAINS A HIGH PRESSURE DISTRIBUTION 16 INCH PIPELINE WITH OPERATING PRESSURE OF APPROX. 300 POUNDS.  THE CONTRACTOR'S EMPLOYEE OPERATING THE BOBCAT SKID STEER WITHIN THE MARKED TOLERANCE ZONE HIT THE ATMOS ENERGY C-16 PIPELINE WITH THE BUCKET TOOTH AND DAMAGED THE LINE, WHICH RESULTED IN AN INDENTION IN THE PIPE WITH A SMALL CRACK WITHIN THE INDENTION WHERE GAS WAS RELEASED.  THE CONTRACTOR NOTIFIED ATMOS ENERGY OF THE INCIDENT AT 13:10, AND ATMOS CREWS ARRIVED AT THE SITE AT 13:57.  A PERMANENT REPAIR WAS MADE ON NOVEMBER 29 BY INSTALLING 5' OF 16"" STEEL PIPE.",54551.9668,4473,Atmos
20190001,ATMOS ENERGY CORPORATION - MID-TEX,31348,2018,2018-12-04,2018-12-01,2018-12-04T21:35:00Z,32.70225,-96.55512,"Mesquite, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,10,0,10,mscf,NO,0,NO,0,NO,NO,0,101819.18957941234,1998,DISTRICT REGULATOR/METERING STATION,NA,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION","ADDITIONAL NRC NO. 1232365    ON DECEMBER 4, 2018, AT 21:43, EMERGENCY RESPONDERS NOTIFIED ATMOS ENERGY THAT A THIRD PARTY VEHICLE FAILED TO STOP AND DROVE INTO THE ATMOS REGULATOR STATION AT I-20 AND LUMLEY ROAD IN MESQUITE, TX.  AT 22:14, ATMOS ENERGY PERSONNEL ARRIVED ONSITE AND FOUND THAT THE VEHICLE HAD DAMAGED THE TEST T FITTING CAUSING A RELEASE OF GAS.  IN ADDITION, EXTENSIVE DAMAGE WAS DONE TO THE REGULATOR STATION AND FENCING SURROUNDING THE STATION.  THE LEAK WAS ELIMINATED BY TURNING THE REGULATOR STATION OFF.  CNG WAS SET UP TO RESTORE SERVICE TO AFFECTED CUSTOMERS, WHICH WAS COMPLETED BY 17:00 ON DECEMBER 5, 2018.  REPAIRS WERE COMPLETED AND THE NEW STATION WAS PUT IN SERVICE AT APPROXIMATELY 22:00 ON DECEMBER 12, 2018.",54551.9668,4473,Atmos
20190007,ATMOS ENERGY CORPORATION - WEST TEXAS,4473,2018,2018-12-15,2018-12-01,2018-12-15T16:08:00Z,34.828607,-102.370766,"Hereford, TX",TX,ONSHORE,GD,Gas,YES,YES,NATURAL GAS,3708,0,3708,mscf,NO,0,YES,1,NO,NO,0,400769.4054384244,UNKNOWN,DISTRICT REGULATOR/METERING STATION,NA,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION","ON DECEMBER 15, 2018 AT APPROXIMATELY 16:10, ATMOS RECEIVED A CALL FROM FIRE OFFICIALS STATING THAT A TRUCK HAD HIT A METER STATION AND THAT GAS WAS BLOWING.  THE TRUCK HAD BEEN TRAVELING AT A HIGH RATE OF SPEED IN REVERSE AND WENT THROUGH A FENCE AND BUILDING BEFORE BECOMING LODGED ON TOP THE HEREFORD CITY GATE STATION.  AN ATMOS EMPLOYEE ARRIVED ON THE SCENE AT 16:25.  VALVES WERE OPERATED TO ISOLATE AND STOP FLOW OF GAS AT THE CITY GATE STATION.  EMERGENCY OFFICIALS WERE THEN ABLE TO REMOVE AND TRANSPORT THE DRIVER TO THE HOSPITAL.    DAMAGE ESTIMATES AND GAS LOSS CALCULATIONS ARE PENDING. FINAL REPAIRS TO THE AFFECTED GAS FACILITY ARE NOT COMPLETE. UPDATES TO THIS REPORT WILL BE COMPLETED ONCE REPAIRS ARE FINAL.     1ST NRC CALL ON 12-15-2018, #1233114. 2ND NRC CALL ON 12-17-2018, #1233290.     INJURED INDIVIDUAL WAS HOSPITALIZED OVERNIGHT. NO FURTHER UPDATES HAVE BEEN PROVIDED.     AS OF 3-7-2019 NO INFORMATION ON INDIVIDUAL INVOLVED IN THIS INCIDENT DRIVING THE TRUCK THAT HIT THE ATMOS ENERGY TOWN BORDER STATION HAS BEEN RECEIVED BY ATMOS.  UPDATES WERE MADE TO PART - A REGARDING TOTAL MCF'S LOST, PART D REGARDING SUBPART #2 DAMAGES/REPAIR COSTS BOTH PRIVATE AND ATMOS ENERGY PROPERTIES AND YEAR/DATE CORRECTION TO PART -H.    THE HEREFORD CITY GATE INVOLVED WITH THIS INCIDENT HAS BE COMPLETELY REBUILT AND WAS PUT BACK INTO FULL FLOW PRODUCTION ON 5-17-2019.  PLEASE BE ADVISED THAT THIS IS THE FINAL SUPPLEMENTAL REPORT, PER MIKE CULP UPDATED ON 5-22-2019 INTO PHMSHA WEBSITE.",12738.111,4473,Atmos
20190016,ATMOS ENERGY CORPORATION - MID-TEX,31348,2019,2019-01-23,2019-01-01,2019-01-23T18:00:00Z,33.498349,-99.687506,"Rhineland, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,5160,0,5160,mscf,NO,0,NO,0,NO,NO,0,59123.55692007675,1930,MAIN,8,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ADDITIONAL NRC REPORT NUMBER 1236052    AT 18:00 ON 1/23/2019, ATMOS ENERGY WAS NOTIFIED BY GAS CONTROL THAT PRESSURE HAD DROPPED ON LINE U NEAR RHINELAND, TEXAS.  ATMOS ENERGY CREWS ARRIVED AT APPROXIMATELY 19:00 AND FOUND THAT A FARMER PLOWING HIS FIELD HAD HIT LINE U WITH HIS FARM EQUIPMENT.  SINCE THIS LINE FEEDS 5 NEARBY TOWNS, CNG WAS CALLED IN TO HOLD UP PRESSURE.  CNG WAS IN PLACE BY 12:30 ON 1/24/2019, AND BLOWDOWN OF THE LINE COMMENCED.  A SPLIT SLEEVE WAS WELDED ONTO THE DAMAGE, THE LINE WAS PURGED AND THE SYSTEM WAS BACK UP BY 17:30 ON 1/24/2019.",55053.3546,4473,Atmos
20190018,ATMOS ENERGY CORPORATION - MID-TEX,31348,2019,2019-01-29,2019-01-01,2019-01-29T16:00:00Z,32.813889,-96.846389,"Dallas, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,1651,0,1651,mscf,NO,0,NO,0,NO,NO,0,128393.17630342246,2005,MAIN,8,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"48 HOUR NRC # 1236551    AT APPROX. 16:13 ON  1/29/2019, ATMOS ENERGY WAS NOTIFIED BY OUR CONTRACT LOCATOR OF AN EVENT IN THE AREA OF INWOOD RD AND HARRY HINES BLVD IN DALLAS. A THIRD PARTY CONTRACTOR BORING IN TELECOMMUNICATION DAMAGED AN 8-INCH DISTRIBUTION MAIN OWNED BY ATMOS ENERGY.  ATMOS CREWS WERE ONSITE BY 17:48 ON 1/29/2019. ATMOS ENERGY PERFORMED EMERGENCY ACTIONS NEEDED TO ELIMINATE GAS FLOW BY ISOLATING THE DAMAGED SECTION OF PIPE. BY UTILIZING ENGINEERING CONTROLS, THE FLOW OF GAS WAS ELIMINATED AT 03:29 ON 1/31/2019. THE DAMAGED SECTION OF 8-INCH MAIN WAS REPLACED AND GAS FLOW REINSTATED ON 2/4/2019 AT APPROXIMATELY 13:15.  THE DAMAGE DID NOT CAUSE AN INTERRUPTION IN SERVICE AS THE LINE IS A DUAL FEED; NO CUSTOMERS WERE AFFECTED.     THE ONE-CALL TICKET NUMBER IS 1952271822. THE INVESTIGATION INDICATES THAT THE CONTRACTOR FAILED TO VERIFY LOCATION BY POT HOLING.",55053.3546,4473,Atmos
20190031,ATMOS ENERGY CORPORATION - MID-TEX,31348,2019,2019-02-27,2019-02-01,2019-02-27T17:25:00Z,30.660434,-97.69123,"Georgetown, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,106.6,0,106.6,mscf,NO,0,NO,0,NO,NO,86,5700.9810325951075,1973,MAIN,3,"PIPE, WELD, OR JOINT FAILURE",FUSION JOINT,"ADDITIONAL NRC# 1239009    ON FEBRUARY 27, 2019, OUT OF AN ABUNDANCE OF CAUTION BASED ON CIRCUMSTANCES THAT AROSE IN GEORGETOWN, TEXAS, ATMOS ENERGY DETERMINED THAT IN THE JUDGMENT OF THE OPERATOR CONDITIONS BECAME SIGNIFICANT AND WARRANTED A TELEPHONIC INCIDENT REPORT TO ITS SAFETY REGULATORS DUE TO AN ABNORMAL, CONTINUED PRESENCE OF RESIDUAL GAS FOLLOWING A ROUTINE RESPONSE TO A LEAK INVESTIGATION.      SPECIFICALLY, ATMOS ENERGY HAD PREVIOUSLY RESPONDED TO A REPORT OF PRESENCE OF A NATURAL GAS ODOR AND DISCOVERED A LEAK AT THE INTERSECTION OF RIVER BEND DR. AND OAK LN.  PER APPLICABLE RULES AND ATMOS ENERGY'S ROUTINE OPERATING PROCEDURES APPROVED BY THE RAILROAD COMMISSION, CREWS TOOK IMMEDIATE ACTION TO REPAIR DISCOVERED LEAKS, AND BEGAN CONTINUOUS MONITORING.      DURING THE PROCESS OF CONTINUOUS MONITORING, ATMOS ENERGY CONDUCTED PRECAUTIONARY EVACUATIONS OF THE IMMEDIATE AREA BEGINNING FEBRUARY 21, 2019.  THE MAIN SERVING THE AFFECTED AREA WAS SHUT DOWN AT APPROXIMATELY 10:00 PM ON FEBRUARY 21, 2019.  HOWEVER, THE SOIL OR OTHER CONDITIONS WITHIN THE AREA APPEARED TO BE CAUSING NATURAL GAS TO VENTILATE SLOWLY.  THUS, AS THE LEAK MONITORING AND SURVEY ACTIVITY WAS EXPANDED, UNSAFE LEVELS OF RESIDUAL GAS WERE DETECTED TO STILL BE PRESENT IN A LARGER AREA WHICH LED TO ADDITIONAL EVACUATIONS. AT THIS POINT, ATMOS ENERGY ELECTED TO MAKE A REPORT.  THE CONDITIONS IN GEORGETOWN RESULTED IN DISCONNECTION OF SERVICE TO 73 METERS AND THE EVACUATION OF 86 STRUCTURES.  EVACUATIONS WERE LIFTED ACCORDING TO OUR PROCEDURES AND IN COORDINATION WITH THE CITY OF GEORGETOWN, AND SERVICE HAS BEEN RESTORED TO ALL CUSTOMERS.     ATMOS ENERGY'S ROOT CAUSE ANALYSIS OF THE LEAK IN QUESTION DETERMINED THE CAUSE OF THE LEAK TO BE IMPROPER BUTT FUSION ON THE 3-INCH MAIN.",55053.3546,4473,Atmos
20190064,ATMOS ENERGY CORPORATION - MISSISSIPPI,12582,2019,2019-06-04,2019-06-01,2019-06-04T20:49:00Z,32.33212,-90.26573,"Jackson, MS",MS,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,1479,0,1479,mscf,NO,0,NO,0,NO,YES,0,89543.63575409765,2002,DISTRICT REGULATOR/METERING STATION,NA,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION","ATMOS ENERGY RECEIVED AN EMERGENCY LEAK CALL AT 20:49 ON JUNE 4, 2019, AT 5249 CLINTON BLVD., JACKSON, MS.  ATMOS ENERGY ARRIVED ONSITE AT 21:26 AND DETERMINED THAT THE EVENT MET THE DEFINITION OF A REPORTABLE INCIDENT AT 21:32.  THE TELEPHONIC REPORT WAS MADE AT 22:28, WITHIN ONE HOUR OF DISCOVERY.      WHEN ATMOS ENERGY ARRIVED ONSITE, EMERGENCY RESPONDERS WERE PRESENT AT THE SCENE, AND REPORTED THAT A 2005 NISSAN ALTIMA WAS TRAVELING SOUTH ON FLAG CHAPEL ROAD.  AT THE INTERSECTION OF FLAG CHAPEL ROAD AND CLINTON BOULEVARD, THE VEHICLE LEFT THE ROADWAY AND COLLIDED WITH ATMOS ENERGY'S PROTECTIVE BARRIER AND ULTIMATELY ITS GAS REGULATION DISTRIBUTION STATION, LOCATED IN THE SOUTHWEST CORNER OF CLINTON BOULEVARD AND FLAG CHAPEL RD.    THE IMPACT CAUSED THE DISTRIBUTION STATION TO SEPARATE FROM ITS CONNECTING PIPING.  THE RESULTING ESCAPING GAS IGNITED, CAUSING A FIRE AND LOSS OF GAS SERVICE TO CONNECTED CUSTOMERS.  ATMOS ENERGY COMPLETED A SHUTDOWN OF THE FACILITIES AT 03:25 ON JUNE 5, 2019, AND THEN COMPLETED THE NECESSARY REPAIRS .  SERVICE WAS RESTORED AT 07:50 ON JUNE 5, 2019.",10678.848,4473,Atmos
20190068,ATMOS ENERGY CORPORATION - MID-TEX,31348,2019,2019-02-04,2019-02-01,2019-02-04T17:00:00Z,32.7319078,-97.2451167,"Fort Worth, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,467,0,467,mscf,NO,0,NO,0,NO,NO,0,81875.4459728763,2016,MAIN,16,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ADDITIONAL NRC NUMBER: 1248291    IT WAS DISCOVERED ON 2/4/19 THAT NORTH TEXAS CONSTRUCTION, INC. STRUCK A 1"" SERVICE TAPPING TEE AND PULLED IT FROM A 16-INCH COATED STEEL MAIN. THE EXCAVATOR DID NOT HAVE A VALID LOCATE TICKET FOR THE DAMAGE AREA. DAMAGE OCCURRED APPROXIMATELY 68 FEET BEYOND THE SCOPE OF LOCATE REQUEST 1951847238.  REPAIRS WERE MADE BY RETIRING THE SERVICE TAP AT THE MAIN, AND THE LINE WAS BACK IN SERVICE AT 00:30 ON 2/6/19.     ON 6/6/19, IT WAS DETERMINED THAT THE DOLLAR AMOUNT EXCEEDED $50,000 AND THE INCIDENT WAS REPORTED TELEPHONICALLY TO NRC AND RRC ON 6/6/19.",55053.3546,4473,Atmos
20190083,ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),20211,2019,2019-07-03,2019-07-01,2019-07-03T09:35:00Z,36.59283,-82.18895,"Bristol, TN",TN,ONSHORE,GD,Gas,YES,YES,NATURAL GAS,0,0,0,mscf,NO,0,YES,3,NO,YES,0,5544.8803487234245,1954,MAIN,6,INCORRECT OPERATION,OTHER INCORRECT OPERATION,"ORIGINAL DOT INCIDENT REPORT #1250847  48 HR. NRC FOLLOW UP REPORT #1250999    ON 7/3/19 AT APPROX. 0830 ATMOS ENERGY CONSTRUCTION CREW ARRIVED FOR A SCHEDULED GRADE 2 LEAK REPAIR ON A 6' STEEL MAIN WITHIN THE INTERSECTION OF VOLUNTEER PARKWAY AND BROAD ST.  UPON EXPOSURE, LEAK APPEARED TO BE BETWEEN (2) EXISTING CLAMPS INSTALLED DURING A PRIOR REPAIR.  THE CREW ENTERED THE EXCAVATION WITH INTENT TO TIGHTEN THE EXISTING CLAMPS TO REMEDY THE LEAK.  SAFETY PRECAUTIONS WERE IN PLACE INCLUDING ACTIVE MONITORING OF % GAS WITHIN THE BELL HOLE AND MANNED FIRE EXTINGUISHER.  AT NO TIME WAS A SIGNIFICANT RELEASE OF GAS HEARD OR RECORDED BY INSTRUMENT WHICH WOULD INDICATE A FLAMMABLE ENVIRONMENT.  HOWEVER, DURING THE REPAIR AT APPROX. 0935, NATURAL GAS IGNITED/FLASHED AND INJURED THREE CONSTRUCTION EMPLOYEES.  NO SUSTAINED FLAME EXISTED WHICH REQUIRED SHUTDOWN OF THE GAS PIPING SYSTEM AND PUBLIC RISK WAS ASSESSED AND CONFIRMED AS NON-HAZARDOUS WITH LOCAL EMERGENCY RESPONSE PERSONNEL ON THE SCENE.  REPORTING TO TPUC, PHMSA, AND OSHA WAS COMPLETED WHEN THE OPERATOR CONFIRMED THAT THERE WAS PERSONAL INJURY NECESSITATING IN-PATIENT HOSPITALIZATION. THE DECISION WAS MADE TO INITIATE A REPLACEMENT PROJECT RATHER THAN A TEMPORARY REPAIR.  REPLACEMENT OF THE PIPELINE WAS COMPLETED ON 9/25/19 AS DESCRIBED PER THE PROJECT SCOPE IN THE ORIGINAL REPORT NARRATIVE (#1250999).",5803.046200000001,4473,Atmos
20200004,ATMOS ENERGY CORPORATION - KY/MID-STATES (KENTUCKY),22476,2019,2019-12-05,2019-12-01,2019-12-05T10:19:00Z,37.127205,-88.757613,"West Paducah, KY",KY,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,3.8,0,3.8,mscf,NO,0,NO,0,NO,NO,1,120115.74119838308,1968,MAIN,8,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"WHILE INSTALLING TELEPHONE CABLE FOR AT&T, STAR CONSTRUCTION PLOWED INTO AN 8"" STEEL TRANSMISSION MAIN. STAR HAD CALLED IN THE FOLLOWING 5 TICKETS: OCTOBER 10TH, 1910250115, 1910250123, 1910250125, 1910250126, AND 1910250128. ATMOS CONTRACT LOCATOR LOCATED THESE TICKETS 10/29/19. ON 11/6/2019, MITCHELL BAUMGARDNER, ATMOS DAMAGE PREVENTION TECH, SPOKE TO GEORGE OLIVER, STAR CONSTRUCTION, BY PHONE, OF THE HIGH-PRESSURE TRANSMISSION AND ADVISED HIM THAT AN ATMOS REPRESENTATIVE MUST BE THERE IF DIGGING IS OCCURRING AROUND THE TRANSMISSION LINE. ACCORDING TO KORWEB NOTIFICATION, MR. OLIVER WAS SENT POSITIVE RESPONSE OF THE HIGH-PRESSURE LINE FOR EACH TICKET. NO WORK WAS PERFORMED TO OUR KNOWLEDGE ON THESE TICKETS. ON 12/2/2019, STAR CALLED IN THESE TICKETS AGAIN ON 12/2/19: 19120220175, 0179, 0183, 0186. AGAIN, ACCORDING TO KORWEB NOTIFICATION, MR. OLIVER WAS SENT POSITIVE RESPONSE FOR EACH TICKET. ON 12/4/2019, ATMOS'S CONTRACT LOCATOR REFRESHED THE MARKS. ON 12/5/2019, WITHOUT PROVIDING THE REQUIRED NOTICE TO ATMOS, STAR CONSTRUCTION BEGAN PLOWING IN THEIR CABLE AND CUT THE 8"" STEEL TRANSMISSION LINE. AFTER GAS WAS SHUT OFF, DAMAGE PREVENTION SPECIALIST MIKE COLEMAN, MITCHELL BAUMGARDNER AND ATMOS CONTRACT LOCATOR SUPERVISOR ANDREW TUCKER WOULD TIE ON TO THE WIRE AT THE TEST STATION USED BY THE ATMOS LOCATORS AND REPLICATED THE SAME MARKS & FLAGS. MARKS WERE OFF APPROXIMATELY 6' TO 12' THE LENGTH OF THE PROJECT.        THOUGH A SMALL SECTION OF THE TRANSMISSION LINE WAS SHUT DOWN, SERVICE WAS NOT INTERRUPTED BECAUSE THIS WAS PART OF A TWO-WAY FEED. THE DAMAGE AREA WAS ISOLATED AND REPAIRED BY INSTALLING 23 FEET OF 8' STEEL PRE-TESTED PIPE.",6512.5692,4473,Atmos
