DATAFILE_AS_OF,SIGNIFICANT,SERIOUS,RPTID,DOR,OPID,NAME,INADR,ACCTY,ACCNT,ACCST,ACZIP,CLASS,IFED,DTHH,IDATE,FAT,INJ,TOTAL_COST,TOTAL_COST_IN84,TOTAL_COST_CURRENT,OPJUD,STHH,STMN,TELRN,TELRT,INPRS,MXPRS,MPEST,TEST,CAUSE,MAP_CAUSE,MAP_SUBCAUSE,PRTLK,PRTLO,PRTFL,PRTFO,MLKD,MLKDO,NMDIA,THK,SPEC,MANU,MANYR,PRTYR,LOCLK,LOCLO,PNAME,PHONE,LOC,ADESC,ADESCO,CAUSR,CAUCO,COAT,PROT,CPYR,CAULK,DMGO,NOTIF,NOTDT,MARK,MRKTP,MRKTO,STAT,CAULC,CAULO,NARRATIVE
6/30/22,NO,NO,20020001,1/4/02,5700,FULTONDALE GAS BOARD,COALBURG ROAD,BIRMINGHAM,JEFFERSON,AL,,2,Null,130,10/30/01,0,0,0,0,0,YES,1,10,584811,,158,215,BY TEST,,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN,,BODY OF PIPE,,STEEL,,6,0.188,, ,0,1969,UNDER GROUND OR UNDER WATER,,LESLIE D SHIPP,2058416456,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,NO,,Null,0,,YES,NO DATA,,"ON OCTOBER 30, 2001, SOUTHEASTERN CONSTRUCTION (PHONE NUMBER 865-470-7777), ADDRESS: 8605 AMBLECOTE ROAD, KNOXVILLE, TENNESSEE 37923) WAS CLEARING RIGHT-OF-WAY FOR ALABAMA POWER ON COALBURG ROAD, JEFFERSON COUNTY, ALABAMA.  THEY WERE CLEARING RIGHT-OF-WAY AND IN THE PROCESS OF GRATING FOR AN ACCESS ROAD TO COALBURG ROAD THE CONTRACTORS, SOUTHEASTERN CONSTRUCTION DAMAGED A 6"" STEEL DISTRIBUTION LINE OWNED BY THE CITY OF FULTONDALE GAS BOARD.  ESTIMATED TIME OF THIS INCIDENT 1:35 P.M. OCTOBER 30, 2001.  A SECTION OF DISTRIBUTION LINE ON COALBURG ROAD HAD TO BE ISOLATED.  AN ESTIMATED SEVENTY-ONE (71) FULTONDALE GAS CUSTOMERS HAD SERVICE INTERRUPTED.  DAMAGE INCLUDED WAS A 5 6"" SECTION OF THE 6"" STEEL DISTRIBUTION LINE AND WAS WELDED BACK IN PLACE.  ALSO, IN THE DAMAGE WAS ONE (1) ROTARY METER DAMAGED BECAUSE OF THE EXTRA AMOUNT OF LOAD PUT ON THE SYSTEM.  CONTRACTORS, SOUTHEASTERN CONSTRUCTION, DID NOT ABIDE BY ACT 94-47 WHICH IS THE ALABAMA 1 CALL NOTIFICATION PROVISION.  THERE WAS NO CALL IN FOR THE LOCATE.  THIS APPEARS TO BE WHAT CONTRIBUTED TO THIS INCIDENT."
6/30/22,YES,NO,20020002,1/4/02,18536,SOUTHWEST GAS CORP,1229 E ENCANTADA PL,PHOENIX,MARICOPA,AZ, 8 5014,3,NO,1822,11/3/01,0,0,150000,99029.30862,220040.0802,YES,2,38,585073,20011103,30,30,BY TEST,90,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN,,BODY OF PIPE,,OTHER PLASTIC,,1.25,0.18,SCHEDULE 40, ,1972,1972,UNDER PAVEMENT,,BERNIE GALLENBECK,6024845240,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,YES,11/3/01,YES,3,11/3/01,YES,NO DATA,,
6/30/22,YES,NO,20020003,1/8/02,2700,CONNECTICUT NATURAL GAS CORP,25 CLEMENS COURT,ROCKY HILL,,CT,  6067,,NO,400,11/20/01,0,0,750000,495146.5431,1100200.401,NO,0,30,586594,20011121,40,60,BY TEST,90,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,METER SET ASSEMBLY,,REGULATOR/METER,,NO DATA,,,, , ,0,0,ABOVE GROUND,,VIC FRYXELL,8607273003,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,NO DATA,,Null,,Null,0,,Null,NO DATA,,"VEHICLE CAUGHT ON FIRE IN GARAGE, SET OTHER VEHICLES ON FIRE, SPREAD TO GARAGE STRUCTURE AND ADJACENT CONDOMINUMS AND GARAGE."
6/30/22,NO,NO,20020008,1/15/02,2596,COLUMBIA GAS OF OHIO INC,"2872 HOWEY RD (A, B, C & D)",COLUMBUS,FRANKLIN,OH, 4 3224,3,NO,1702,12/16/01,0,0,50000,33009.76954,73346.69339,NO,1,13,588859,20011216,,,BY CFR 192.619(A)(3),,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,METER SET ASSEMBLY,,OTHER,METER SET ASSEMBLY,STEEL,,1.25,, , ,0,0,ABOVE GROUND,,MICHAEL F SUCHARSKI,6144502064,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,Null,,Null,0,,Null,NO DATA,,
6/30/22,NO,NO,20020009,1/15/02,4483,ENSTAR NATURAL GAS CO,101 E. WHITNEY RD.,ANCHORAGE,,AK,99502-    ,3,NO,1900,12/26/01,0,0,50000,33009.76954,73346.69339,NO,0,30,589292,20011226,55,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,SERVICE LINE,,DRIP/RISER,,POLYETHYLENE PLASTIC,,0.625,0.09,M-8000,DRISCOPIPE,1981,1981,ABOVE GROUND,,DAVID W. BREDIN,9072643745,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,LIGHTNING OR FIRE,,Null,,Null,0,,Null,NO DATA,,"ON FRIDAY EVENING, DECEMBER 21, 2001 AT APPROXIMATELY 7:00 PM AST, ENSTAR NATURAL GAS COMPANY WAS NOTIFIED BY THE ANCHORAGE FIRE DEPARTMENT OF A FIRE AT 101 E. WHITNEY ROAD, ANCHORAGE, ALASKA. AN ENSTAR SERVICE WAS DISPATCHED TO THE SCENE. UPON ARRIVAL THE SERVICEMAN FOUND A COMMERCIAL STRUCTURE ON FIRE. HEAT FROM THE FIRE MELTED THE POLYETHYLENE SERVICE LINE RISER, CAUSING A RELEASE OF NATURAL GAS. THE SERVICE LINE WAS DUG UP, PINCHED OFF AT 7:30 PM AST. THE FIRE IS BELIEVED TO HAVE BEEN STARTED FROM WELDING OR GRINDING SPARKS. NATURAL GAS FROM ENSTARS FACILITIES DID NOT CAUSE OR CONTRIBUTE TO THE FIRE."
6/30/22,YES,YES,20020010,1/15/02,4499,"ENTEX, A NORAM ENERGY COMPANY (FORM. DIV OF ARKLA",2740 PIPER RD.,PEARLAND,BRAZORIA,TX,77581-    ,3,NO,1604,11/20/01,0,1,0,0,0,YES,2,2,586570,20011120,50,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE,,BODY OF PIPE,,POLYETHYLENE PLASTIC,,0.75,0.095,ASTM D2513,UPONOR,1998,1998,UNDER GROUND OR UNDER WATER,,"TAL R. CENTERS, JR.",7139678093,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,YES,10/31/01,YES,2,,YES,NO DATA,,THIRD PARTY DAMAGED A .75 INCH I.P. SERVICE LINE WITH A TORCH WHILE REPAIRING A TELEPHONE CABLE. THE ESCAPING GAS WAS IGNITED AND THIRD PARTY EMPLOYEE WENT TO HOSPITAL WITH SECOND DEGREE BURNS TO HANDS AND FACE.
6/30/22,YES,YES,20020011,1/15/02,15938,PUBLIC SERVICE CO OF NORTH CAROLINA,FRANKLIN STREET AND ESTES DRIVE,CHAPEL HILL,ORANGE,NC, 2 7312,3,NO,2100,10/16/01,0,1,20000,13203.90782,29338.67735,NO,1,55,583395,20011016,60,60,BY TEST,103,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN,,BODY OF PIPE,,POLYETHYLENE PLASTIC,,4,0.409,ASTM 2513,PLEXCO,1995,1995,UNDER PAVEMENT,,KENNETH G. GRIFFIN,9195987413,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,YES,10/11/01,YES,3,10/11/01,YES,NO DATA,,"9:03 PM A PSNC ENERGY SERVICE EMPLOYEE IS MONITORING A POLICE SCANNER AND IS MADE AWARE OF A GAS LEAK ON FRANKLIN STREET, CHAPEL HILL, NC. HE DECIDES TO DRIVE TO THE LOCATION TO SEE IF IT IS A NATURAL GAS LEAK. 9:10 PM THE CUSTOMER CARE CENTER (CCC) RECEIVES A CALL FROM THE ORANGE COUNTY 911 STATING A GAS LINE HAS BEEN BROKEN AND A FIRE IS CONSUMING CONSTRUCTION EQUIPMENT AND A POWER POLE. THEY PAGE THE SERVICE EMPLOYEE ALREADY RESPONDING TO THE GAS LEAK. 9:12 PM THE SUPERVISOR ON-CALL IS NOTIFIED OF SITUATION BY CCC. 9:15 PM SERVICE DEPARTMENT EMPLOYEE ARRIVES AT THE SCENE AND CALLS THE CONSTRUCTION DEPARTMENT CREWS RESPONDING TO ANOTHER INCIDENT TO RESPOND TO CHAPEL HILL. 9:35 PM TWO CONSTRUCTION DEPARTMENT CREWS AND THEIR SUPERVISOR ARRIVE AT THE CHAPEL HILL SITE AND BEGIN TO COORDINATE THEIR EFFORTS WITH THE FIRE DEPARTMENT. 10:55 PM AFTER DIGGING TWO BELL-HOLES AND SQUEEZING OFF FOUR-INCH MAINS, AND TURNING ONE VALVE, THE FIRE IS EXTINGUISHED. WEDNESDAY, OCTOBER 17, 2001. 2:00 AM GDS PERSONNEL ARE ALLOWED TO BEGIN THEIR RESTORATION WORK AFTER THE DUKE ENERGY (POWER) HAS MADE TEMPORARY REPAIRS AND THE CONTRACTOR EQUIPMENT IS REMOVED. 9:00 AM REPAIRS ARE COMPLETED BY THE GDS PERSONNEL AND GAS IS RESTORED TO FOUR COMMERCIAL CUSTOMERS."
6/30/22,YES,YES,20020014,1/18/02,18536,SOUTHWEST GAS CORP,300 E. TROPICANA AVE. SPACE 11,LAS VEGAS,CLARK,NV, 8 9109,3,NO,948,12/20/01,0,1,21598,14258.90005,31682.83768,NO,0,42,589531,20011226,26,33,BY CFR 192.619(A)(3),,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE,,JOINT,,OTHER PLASTIC,,0.5,0.057,UNKNOWN,KRALOY,0,1963,UNDER GROUND OR UNDER WATER,,TOM CARDIN,7023652008,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,NO,,NO,0,,YES,NO DATA,,"WHILE IN THE PROCESS OF REPLACING A TILTING SERVICE RISER AT 300 E. TROPICANA AVE. SPACE 11, A GAS LEAK IGNITED CAUSING A SWG CREWMEMBER TO RAPIDLY EXIT THE AREA, INJURING HIS LEG. IT WAS LATER DETERMINED THAT AN EXCAVATION FOR A WATER LEAK HAD CAUSED THE METER SET TO SUBSIDE INTO THE EXCAVATED AREA AND THE UNDERGROUND RISER CONNECTION TO CRACK. THE CAUSE OF THE GAS IGNITION WAS SUSPECTED TO BE A CUSTOMERS UNDERGROUND FAULTY ELECTRICAL FACILITIES. THE INJURED EMPLOYEE WAS TREATED AND RELEASED ON 12/20/01. BASED ON SUBSEQUENT DOCTORS MEDICAL EVALUATION, THE EMPLOYEE WAS HOSPITALIZED ON 12/24/01 FOR CORRECTIVE KNEE SURGERY AND WAS RELEASED FROM THE HOSPITAL ON 12/26/01."
6/30/22,YES,NO,20020015,1/18/02,15938,PUBLIC SERVICE CO OF NORTH CAROLINA,NC HWY 147 & ALSTON AVENUE,DURHAM,DURHAM,NC, 2 7707,3,NO,1830,10/15/01,0,0,100000,66019.53908,146693.3868,NO,0,30,583250,20011015,60,60,BY CFR 192.619(A)(3),,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN,,BODY OF PIPE,,STEEL,,8,0.25,API,UNKNOWN,0,1969,ABOVE GROUND,,KENNETH G. GRIFFIN,9195987413,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,NO,,NO,0,,NO,NO DATA,,"6:28 PM PSNC ENERGY CCC RECEIVES A CALL FROM DURHAM COUNTY 911 STATING THERE HAS BEEN AN ACCIDENT ON HIGHWAY 147 AND A GAS MAIN HAS BEEN RUPTURED AND IS BLOWING. POLICE ARE ON SITE AND BLOCKING TRAFFIC, AND FIRE IS IN ROUTE. 6:35 PM CCC PAGES THE SERVICEMAN AND CONSTRUCTION LEADER ON CALL. 6:40 PM CCC NOTIFIES THE SERVICEMAN AND CONSTRUCTION LEADER VIA PHONE. 6:50 PM THE SERVICEMAN ARRIVES ON SCENE, CALLS THE SUPERVISOR ON-CALL, AND BEGINS COORDINATING WITH THE EMERGENCY SERVICE PERSONNEL. 7:15 PM CONSTRUCTION DEPARTMENT CREW ARRIVES A THE SCENE AND BEGINS TO ASSESS THE SITUATION. CREW MEMBERS ARE SENT TO THE DURHAM OPERATIONS CENTER TO OBTAIN MATERIALS AND TAPPING EQUIPMENT. 9:00 PM AFTER STOPPING IN THE DURHAM OFFICE TO CHECK ENGINEERING RECORDS OF THE GAS MAIN (GEOHAWK SOFTWARE), THE ON CALL SUPERVISOR ARRIVES AT THE SCENE. 10:00 PM AFTER SEARCHING FOR VALVES AND DETERMINING WHERE THE MAINS ARE LOCATED, THE CONSTRUCTION DEPARTMENT BEGINS TO SAW-CUT ALSTON AVENUE IN TWO LOCATIONS AND DIGS BELL-HOLES IN SEARCH OF THE 8-INCH DISTRIBUTION MAIN. 12:30  AM GDS PERSONNEL FIND A RETIRED 8-INCH MAIN ON THE NORTH SIDE OF HWY 147. THE DECISION IS MADE TO WAIT UNTIL A SHORING BOX IS LOCATED BEFORE DIGGING FURTHER AT THE LOCATION. 6:00 AM AFTER WELDING ON AN 8-INCH PRESSURE CONTROL FITTING, TAPPING IS STARTED ON THE SOUTH SIDE OF HWY 147. AFTER TAPPING, THE MAIN IS STOPPED-OFF. 7:30 AM A CAVE-IN ON THE NORTH SIDE OF HWY 147 CAUSES THE CONSTRUCTION DEPARTMENT TO MOVE FURTHER NORTH AND TRY TO LOCATE THE 8-INCH MAIN. 9:00 AM AFTER LOCATING THE MAIN ON THE NORTH SIDE, AN 8-INCH SQUEEZE-OFF TOOL IS USED TO UNSUCCESSFULLY STOP THE FLOW OF GAS. UPON BACKING OFF THE TOOL, IT IS FOUND THE MAIN IS SPILT AND THE SQUEEZE-OFF MUST REMAIN ON THE PIPE. ABOUT THIS TIME, THE 8-INCH IS FOUND AT THE ORIGINAL NORTH BELL-HOLE. 11:20 AM A SECOND SQUEEZE-OFF UNDER THE BRIDGE IS UNSUCCESSFUL AT STOPPING THE FLOW OF GAS. 2:00 PM AFTER WELDING ON THE SECOND PRESSURE-CONTROL FITTING AND TAPPING THE MAIN, THE FLOW OF GAS IS STOPPED."
6/30/22,YES,NO,20020016,1/23/02,2364,CINCINNATI GAS & ELECTRIC CO,3149 TIMBERVIEW DRIVE,CINCINNATI,HAMILTON,OH, 4 5211,4,NO,1000,12/23/01,0,0,170000,112233.2164,249378.7575,NO,0,4,589364,20011223,11,35,,,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,MAIN,,NO DATA,,CAST IRON,,,, , ,0,0,OTHER,BREAK IN GAS MAIN WAS UNDERGROUND WHILE EXPLOSION ,"RANDALL L. SUTTLES, REGULATORY COMPLIANCE SPECIALIST",5132873921,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,NO DATA,,Null,,Null,0,,Null,NO DATA,,EXPLOSION STILL UNDER INVESTIGATION. 4-16-04  NATURAL GAS FROM A BREAK IN THE GAS MAIN MIGRATED TO THE RESIDENCE LOCATED AT 3149 TIMBERVIEW DRIVE AND WAS IGNITED.
6/30/22,YES,NO,20020017,1/18/02,18484,SOUTHERN CALIFORNIA GAS CO,16468 LAKESHORE DR.,ELSINORE,RIVERSIDE,CA,,2,NO,130,12/21/01,0,0,1000000,660195.3908,1466933.868,NO,17,0,589269,20011221,40,60,,,DAMAGE BY OUTSIDE FORCES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,MAIN,,NO DATA,,POLYETHYLENE PLASTIC,,4,,ALDYL A,DUPONT,1980,1980,NO DATA,,W.J. KOSKIE,2132443283,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,NO DATA,,Null,,Null,0,,Null,NO DATA,,"STRESS CHECK ON 3"" PE FITTINGS CAUSED LEAK THAT MIGRATED TO TELEPHONE SWITCHING FACILITY, RESULTING IN EXPLOSION."
6/30/22,NO,NO,20020018,1/23/02,14210,OKLAHOMA NATURAL GAS CO,CITYWIDE SWATH RUNNING SW TO NE,CORDELL,WASHITA,OK, 7 3632,3,NO,1800,10/9/01,0,0,75000,49514.65431,110020.0401,NO,2,30,582495,20011009,40,60,BY CFR 192.619(A)(3),,DAMAGE BY OUTSIDE FORCES,NATURAL FORCE DAMAGE,EARTH MOVEMENT,SERVICE LINE,,REGULATOR/METER,,POLYETHYLENE PLASTIC,,,,,,0,0,UNDER GROUND OR UNDER WATER,,BOBBY JOHNSTON,4055516907,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,EARTH MOVEMENT: OTHER,-1,Null,,Null,0,,Null,NO DATA,,"APPROXIMATELY 125 DOMESTIC GAS METER SETTINGS AND SOME ASSOCIATED PIPELINE AND REGULATOR SETTINGS WERE DESTROYED OR DAMAGED BY A TORNADO THAT STRUCK CORDELL, OK."
6/30/22,YES,YES,20020022,1/25/02,10270,KINGS MOUNTAIN NATURAL GAS SYSTEM,146 PERSIMMON CREEK RD.,KINGS MOUNTAIN,CLEVELAND,NC, 2 8086,3,NO,1715,11/29/01,0,1,12865,8493.413702,18872.10421,NO,1,15,587316,20011129,30,90,BY TEST,135,ACCIDENTALLY CAUSED BY OPERATOR,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,OTHER,SERVICE TEE,NO DATA,,POLYETHYLENE PLASTIC,,2,,D2513,DRISCO PIPE,1989,1989,UNDER GROUND OR UNDER WATER,,MIKE NICHOLSON,7047344521,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OPERATOR ACTION,,YES,11/26/01,YES,3,11/26/01,YES,NO DATA,,"ON NOVEMBER 29, 2001 TWO CITY EMPLOYEES WERE ASSIGNED TO INSTALL A 3/4 INCH SERVICE LINE AT A LOCATION ACROSS THE STREET FROM 146 PERSIMMON CREEK ROAD. AFTER COMPLETING THE EXCAVATION AND ROAD BORE THE EMPLOYEE ENTERED THE BELL HOLE TO INSTALL THE SERVICE TEE. THE EMPLOYEES FAILED TO PROPERLY GROUND (BOND) THE MAIN PRIOR TO ELECTRO-FUSING THE SERVICE TEE. AFTER INSTALLING THE SERVICE TEE, THE EMPLOYEES FOUND THE SERVICE TEE TO BE DEFECTIVE. THE SERVICE TEE WAS NOT PROPERLY INSPECTED PRIOR TO INSTALLATION. THE EMPLOYEES ATTEMPTED TO REPAIR THE SERVICE TEE INSTEAD OF ABANDONING THE SERVICE TEE AND INSTALLING A NEW SERVICE TEE AS INDICATED IN THE CITY OF KINGS MOUNTAINS O&M MANUAL. DURING THIS ATTEMPT TO REPAIR THE SERVICE TEE, AN IGNITION SOURCE OF UNKNOWN ORIGIN IGNITED ESCAPING GAS, RESULTING IN ONE EMPLOYEE BEING BURNED, AND ANOTHER RECEIVING MINOR BURNS."
6/30/22,NO,NO,20020023,1/24/02,2704,CONSOLIDATED EDISON CO OF NEW YORK,VESEY ST BETWEEN WEST BROADWAY & CHU,NEW YORK CITY ,MANHATTAN,NY, 1 0048,4,NO,448,9/13/01,0,0,0,0,0,NO,4,0,579610,20010913,0.238,0.433,,,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,MAIN,,BODY OF PIPE,,CAST IRON,,6,,,UNKNOWN,0,1895,UNDER PAVEMENT,,HANK MEYER O.G.S.,7183192310,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,NO DATA,,Null,,Null,0,,Null,NO DATA,,"A TERRORIST ATTACK TO THE WTC ON 9/11/01 CAUSED DAMAGE TO THE GAS DISTRIBUTION SYSTEM SUPPLYING LOWER MANHATTAN. A STRONG GAS ODOR WAS REPORTED AT THE ABOVE LOCATION AND WE FOUND ON OUR ARRIVAL THAT THE GAS HAD IGNITED. COMPANY CREWS SHUT ONE MAIN VALVE AND CUT AND CAPPED THE MAIN AT A SECOND LOCATION. THE FIRE WAS EXTINGUISHED AFTER 4 HOURS. A RESTORATION PLAN FOR THE AFFECTED AREA HAS BEEN ESTABLISHED. TO DATE THE GAS SUPPLYING THIS AREA IS STILL OFF. THERE ARE FIVE SERVICES FED FROM THIS SECTION OF MAIN. THEY REMAIN OFF DUE TO EXTENSIVE DAMAGE TO ALL THE BUILDINGS AND THE SURROUNDING AREA. THERE WERE NO INJURIES OR MEDIA ON LOCATION.As per our conversation on 3/5/02. DOT report # 579610 pertaining to a Con  Edison of NY incident @ Vesey Street between West Broadway & Church Street  in Manhattan on 9/13/01. There was a gas fire in the street due to the  damage done from the attack at the WTC. There was no property damage due to  the fire, all damage was due to the attack. If any additional information is  needed contact me at 718-319-2310    Hank Meyer"
6/30/22,NO,NO,20020026,2/6/02,4483,ENSTAR NATURAL GAS CO,8133 PARKRIDGE CIRCLE,ANCHORAGE,,AK, 9 9507,3,NO,2055,12/29/01,0,0,50000,33009.76954,73346.69339,NO,2,45,589777,20011230,55,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,SERVICE LINE,,DRIP/RISER,,POLYETHYLENE PLASTIC,,0.625,0.09,M-8000,DRISCOPIPE,1986,1986,ABOVE GROUND,,DAVID W. BREDIN,9072643745,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,LIGHTNING OR FIRE,,Null,,Null,0,,Null,NO DATA,,"ON SATURDAY EVENING, DECEMBER 29, 2001 AT APPROXIMATELY 8:55 PM AST, ENSTAR NATURAL GAS COMPANY WAS NOTIFIED BY THE ANCHORAGE FIRE DEPARTMENT OF A FIRE AT 8133 PARKRIDGE CIRCLE, ANCHORAGE, ALASKA. AN ENSTAR SERVICEMAN AND DUTY SUPERVISOR WERE DISPATCHED TO THE SCENE. UPON ARRIVAL THE SERVICEMAN FOUND A RESIDENTIAL STRUCTURE ON FIRE. AT APPROXIMATELY 10:25 PM IT WAS DETERMINED THAT HEAT FROM THE FIRE MELTED THE POLYETHYLENE SERVICE LINE RISER, CAUSING A RELEASE OF NATURAL GAS. A DISTRIBUTION REPAIR CREW WAS CALLED IN TO DIG UP AND PINCH OFF THE SERVICE LINE. EXPLODING PROPANE TANKS, INACCESSIBILITY DUE TO FIRE FIGHTING EQUIPMENT AND FROZEN GROUND DELAYED ENSTAR IN SHUTTING DOWN THE SERVICE LINE. THE SERVICE LINE WAS DUG UP AND PINCHED OFF AT 1:10 AM AST ON DECEMBER 30. THE FIRE IS BELIEVED TO HAVE STARTED FROM MALFUNCTIONING TEMPORARY PROPANE HEATERS. NATURAL GAS FROM ENSTARS FACILITIES DID NOT CAUSE OR CONTRIBUTE TO THE FIRE."
6/30/22,YES,YES,20020027,2/5/02,15329,PEOPLES GAS LIGHT & COKE CO,1116 N. LECLAIRE,CHICAGO,COOK,IL,,3,NO,1118,10/9/01,0,1,0,0,0,NO,0,20,582346,20011009,0.25,12,BY CFR 192.619(A)(3),,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,METER SET ASSEMBLY,,FITTING,,STEEL,,1.5,,UNKNOWN,UNKNOWN,0,0,WITHIN/UNDER BUILDING,,EDWIN C. PROCTOR,7737946851,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,NO DATA,,Null,,Null,0,,Null,NO DATA,,BUILDING CAUGHT ON FIRE DUE TO THE IGNITION OF LEAKING NATURAL GAS IN THE BASEMENT. GAS LEAK WAS CAUSED BY PERSONS TAMPERING WITH OUR FACILITIES (GAS METERS) WITH THE INTENT TO STEAL GAS. GAS METERS HAD PREVIOUSLY BEEN TURNED OFF AND LOCKED FOR NON-PAYMENT.
6/30/22,YES,NO,20020028,2/5/02,6141,PUBLIC SERVICE COMPANY OF NEW MEXICO - GAS SVCS,NO. 40 MAESTAS RD.,TALPA,TAOS,NM, 8 7557,3,NO,1455,12/7/01,0,0,100000,66019.53908,146693.3868,NO,0,21,588077,20011207,55,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,METER SET ASSEMBLY,,JOINT,,OTHER,ANODELESS RISER,1,,UNKNOWN,UNKNOWN,0,0,ABOVE GROUND,,LAVANDA JONES,5057584223,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,Null,,Null,0,,Null,NO DATA,,13 YEAR OLD DRIVING CHEVY TAHOE HIT GAS METER AND HOUSE WHICH IGNITED; FLAMES DESTROYED BOTH THE VEHICLE AND HOUSE.
6/30/22,YES,NO,20020029,2/15/02,4483,ENSTAR NATURAL GAS CO,3711 FAUS                               ,ANCHORAGE,,AK, 9 9508,3,YES,125,1/17/02,0,0,100000,64977.81065,144378.6982,NO,3,5,591420,20020117,55,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,METER SET ASSEMBLY,,DRIP/RISER,,POLYETHYLENE PLASTIC,,0.625,0.09,PLEXCO,YELLOWSTRIPE HDPE,2001,2001,ABOVE GROUND,,DAVID W BREDIN,9072643745,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,LIGHTNING OR FIRE,,Null,,Null,0,,Null,NO DATA,,"ON THURSDAY MORNING, JANUARY 17, 2002 AT APPROXIMATELY 1:25 AM ADT, ENSTAR NATURAL GAS COMPANY WAS NOTIFIED BY THE ELMENDORF AIR FORCE BASE FIRE DEPARTMENT OF A FIRE AT 3711 FAUST CT, ELMENDORF AIR FORCE BASE, ANCHORAGE, ALASKA.  AN ENSTAR SERVICEMAN AND DUTY SUPERVISOR WERE DISPATCHED TO THE SCENE. UPON ARRIVAL THE SERVICEMAN FOUND A 4-UNIT APARTMENT COMPLEX THAT WAS UNDER CONSTRUCTION ON FIRE.  THE FIRE DID NOT IMPACT THE SERVICE LINE TO UNITS A & B.  HEAT FROM THE FIRE MELTED THE POLYETHYLENE SERVICE LINE RISER TO C & D UNITS, CAUSING A RELEASE OF NATURAL GAS.  A DISTRIBUTION REPAIR CREW WAS CALLED IN TO DIG UP AND PINCH OFF THE SERVICE LINE.  THE SERVICE LINE WAS DUG UP AND PINCHED OFF AT 4:20 AM ADT. THE FIRE IS BELIEVED TO HAVE STARTED FROM TEMPORARY HEATERS INSIDE THE BUILDING. NATURAL GAS FROM ENSTARS FACILITIES DID NOT CAUSE OR CONTRIBUTE TO THE FIRE."
