DATAFILE_AS_OF,SIGNIFICANT,SERIOUS,RPTID,DOR,OPID,NAME,INTER,IDATE,DTHH,ACSTATE,ACCOUNTY,ACCITY,OFFSHORE,COOR,IFED,SPLOC,TELRN,CSYS,ORGLK,ORGLO,ITMYR,CAUSE,CAUSO,MAP_CAUSE,MAP_SUBCAUSE,TFAT,EFAT,NFAT,TINJ,EINJ,NINJ,TOTAL_COST,TOTAL_COST_IN84,TOTAL_COST_CURRENT,COMM,CLASS,LOSS,RECOV,FIRE,EXP,NMDIA,THK,SMYS,JNT,GRND,DSPRS,ACPRS,PRTST,DUR,MXPRS,TSTMM,TSTYY,CORLC,FACTD,FACAT,CORR,CORRO,CAULK,CAULO,PREVT,ONECL,ONEOT,EXCAL,TMPMK,PNAME,PHONE,NARRATIVE
6/30/22,YES,NO,19970006,1/14/97,809,ARCO PIPE LINE CO,YES,12/21/96,1600,TX,JACK,JACKSBORO,NO, ,NO,"JACKSBORO STATION IS LOCATED APPROX 6 MILES SOUTHEAST OF JACKSBORO, TX IN JACK COUNTY AT LAT 33 08' 12N"", LONGITUDE 98 07'26""W.", ,TANK FARM,BOLTED FITTING, ,1972,OUTSIDE FORCE DAMAGE,DAMAGE BY NATURAL FORCES,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,0,0,0,0,0,0,50000,35989.34863,79967.22655,CRUDE OIL,1,1413,1133,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,DAMAGE BY NATURAL FORCES, ,Null,ONE CALL, ,Null,Null,JACK AMBERG,7139865408,"IMMEDIATELY AFTER REVIEWING THE 1500 HR RUN ON 12/21/96, THE PIPELINE SYSTEMCONTROLLER IN ARCO PIPELINE COMPANY'S (APL) OPERATIONS CONTROL CENTER ADVISED LOCAL APL OPERATIONS PERSONNEL AT JACKSBORO STATION OF A DECREASE IN LEVEL IN STATION BREAKOUT TANK 603. AT THE TIME TANK 603 AND ASSOCIATED PIPING WEREISOLATED AND NOT IN OPERATION. APL FIRST RESPONDERS ARRIVED AT 1525 TO INVESTIGATE THE CONDITION AND CONFIRMED THAT A 6-INCH VALVE ON THE TANK HAD FAILED, RELEASING CRUDE OIL INTO THE SECONDARY CONTAINMENT AREA AROUND THE TANK. ATAPPROX 1530 A TRANSFER OF CRUDE OIL FROM TANK 311 WAS INITIATED. THE OIL TRANSFER WAS COMPLETED AND THE RELEASE WAS STOPPED AT 2040 THAT DAY. RELEASE CRUDE OIL WAS COLLECTED BY VACUUM TRUCK AND TRANSFERRED TO TANK 311. CONTAMINATED SOIL WAS REMOVED AND STOCKPILED AT THE FACILITY FOR HANDLING AT A LATER DATE. ALL RELEASED MATERIAL WAS CONTAINED WITHIN THE SECONDARY CONTAINMENT OF THE FACILITY. PRELIMINAY INCIDENT INVESTIGATIONS INDICATE THAT EXTREME WEATHER CONDITIONS CAUSED THE VALVE RESULTING IN THE RELEASE. THERE WERE NO INJURIES,FIRES OR EXPLOSIONS ASSOCIATED WITH THIS RELEASE."
6/30/22,YES,NO,19970007,1/21/97,2330,CHEVRON PIPELINE CO,YES,12/16/96,1530,UT,DAVIS,WOODS CROSS,NO, ,NO,1887 SOUTH 1800 WEST REDWOOD ROAD, ,LINE PIPE,OTHER,NONE SPECIFIED,1957,OTHER,PIN HOLE IN GIRTH WELD,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,180000,129561.6551,287882.0156,DIESEL FUEL,2,50,10,NO,NO,8.63,0.25,40000,WELDED,,1950,1750,YES,4,2340,0,87,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,GERALD MCKEE,8012685774,"LEAK REPORTED BY THIRD PARTY AFTER SMELLING DIESEL FUEL FUMES ALL DAY. DIESEL FUEL WAS FOUND ON BOTH SIDES OF REDWOOD ROAD. THE PIPELINE WAS SHUT DOWN. CHEVRON PIPE LINE EXCAVATED AROUND THE PIPE, FOUND THE WELD LEAKING. THEN REPLACED PIPE WITH A NEW JOINT OF PIPE. REMEDIATION IS IN PROGRESS."
6/30/22,YES,NO,19970008,1/21/97,15851,PRIDE REFINING INC,NO,12/21/96,1430,TX,PARKER, ,NO, ,NO,"APPROX 3 MILES SOUTH OF WEATHERFORD, TX IN PARKER COUNTY ON THE WEST SIDE OF TIN TOP ROAD.", ,LINE PIPE,PIPE, ,1920,OTHER,COLLAR BROKE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,50000,35989.34863,79967.22655,DIESEL FUEL,1,200,35,NO,NO,6.63,0.25,400,THREADED,,351,75,YES,8,439,0,85,NO DATA,Null,YES,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,JOHN MACON,9156748231,"AT APPROX 2:30PM ON 12-21-96 WE RECEIVED A CALL INTO OUR PIPELINE DISPATCHEROFFICE THAT WE HAD A SPILL OCCURRING AT TIN TOP ROAD IN PARKER COUNTY, TX. THE PIPELINE WAS THEN SHUT DOWN AND THE VALVES CLOSED. PRIDE EMPLOYEES WERE DISPATCHED TO THE SCENE AND OUR EMERGENCY RESPONSE CONTRACTOR WAS MOBILIZED. ATAPPROX 6:50PM THE LEAK WAS CLAMPED AND THE CLEAN-UP PROCESS BEGAN. APPROX 80' OF PIPE WAS REPLACED ON 12-22-96. CLEAN-UP PLANS ARE BEING DEVELOPED WITH THE TNRCC."
6/30/22,YES,NO,19970010,1/23/97,12127,MARATHON PIPE LINE CO,YES,12/26/96,1045,NE,NUCKOLLS, ,NO, ,NO,"SEC. 15 T3N, R8W, APPROX. 5 MILES SE OF LAWRENCE, NE", ,LINE PIPE,PIPE, ,1952,CORROSION,"CORROSION, INTERNAL",CORROSION,INTERNAL,0,0,0,0,0,0,1300000,935723.0643,2079147.89,CRUDE OIL,1,4900,4868,NO,NO,20,0.31,52000,WELDED,,1082,1077,YES,24,1353,0,74,INTERNAL,Null,YES,OTHER,MIC,NO DATA, ,Null,NO DATA, ,Null,Null,JOSEPH FISHER,4194213201,"AT APPROX 1045HRS, ON 12/26/96 A HUNTER, WALKING IN THE AREA OF THE PLATTE PIPE LINE COMPANY 20"" PIPELINE RIGHT-OF-WAY, DISCOVERED CRUDE OIL IN AN EXCAVATED AREA ALONG THE PIPELINE. SUBSEQUENTLY, THE RELEASE WAS ALSO REPORTED TO MARATHON BY OUR CONTRACT AERIAL PATROL PILOT. THE AREA HAD BEEN EXCAVATED IN PREPARATION FOR REPLACING THIS SECTION OF PIPE WHICH HAD BEEN IDENTIFIED, BY APREVIOUS SMART PIG INSPECTION, TO CONTAIN INTERNAL PITTING. THE CRUDE ESCAPED THE EXCAVATION AND RAN DOWN A DRAW INTO ELK CREEK. THE CREEK WAS FROZEN OVER AND NO WATER WAS FLOWING. THE OIL WAS CONFINED TO A LENGTH OF THE CREEK WHICH WAS APPROX 4300 FEET LONG. CONTRACTORS WERE DISPATCHED TO THE SCENE AND THE OIL WAS CONFINED TO THE AREA AND CLEANED UP. VAC TRUCKS WERE USED TO RECOVER THE OIL AND EFFECTED SOIL WAS REMOVED TO AN APPROVED LAND FILL. ALL OF THE OIL, EXCEPT 30BBLS, WAS RECOVERED AND RETURNED TO THE PIPELINE SYSTEM. THE FAILED PIPE WAS REPLACED WITH PRETESTED PIPE AND THE LINE WAS RETURNED TO SERVICE. AT THE DISCOVERY OF THIS INCIDENT THE NATIONAL RESPONSE CENTER (FOR THE OFFICE OF PIPELINE SAFETY), AND THE NEBRASKA DEQ WERE NOTIFIED AND RESPONSE ACTIVITIES WERE COORDINATED WITH THESE AGENCIES."
6/30/22,YES,NO,19970011,1/28/97,22610,WILLIAMS PIPELINE CO,YES,12/26/96,1501,OK,CREEK, ,NO, ,NO,"NW 1/4 OF SECTION 29 IN TOWNSHIP 18N AND RANGE 7E, IN CREEK COUNTY, OK.", ,LINE PIPE,GIRTH, ,1929,FAILED WELD, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED WELD,0,0,0,0,0,0,60000,43187.21835,95960.67186,CRUDE OIL,1,175,150,NO,NO,12,0.3,24000,WELDED,,650,400,YES,8,960,0,95,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,STEVEN BALL,9185883850,"ON 12/26/96, OUR OPERATION CONTROL DEPT. NOTICED A DISCREPANCY BETWEEN THE METERED-IN AND METERED-OUT VOLUMES ON WPL'S LEF LINE, WHICH IS A LINE THAT PUMPS AN EXTRACTED LUBE OIL FEED. THE LINE WAS IMMEDIATELY SHUT DOWN AND PRESSURED TO 400 PSI FOR A STATIC LINE INTEGRITY CHECK. WHEN THE STATIC PRESSURE ON THE LINE WOULD NOT HOLD, OPERATIONS CONTROL IMMEDIATELY NOTIFIED REGION AND FIELD PERSONNEL OF A POSSIBLE LEAK AT 13:33HRS. A REQUEST WAS ISSUED TO THE AIR PATROL PILOT TO BEGAN FLYING THE LINE AND FIELD PERSONNEL WERE DISPATCHED TO DRIVE THE LINE. AT 15:00HRS, THE PATROL PILOT NOTIFIED EVERYONE OF THE LEAKLOCATION. AT 15:20HRS, A VACUUM TRUCK CONTRACTOR AND WPL FIELD PERSONNEL ARRIVED AT THE SITE AND THE VALVE AT MILE POST 74.60 WAS CLOSED. AT 16:00 HOURS,THE VALVE AT MILE POST 67.14 WAS CLOSED ISOLATING THE LEAK. AT 16:20HRS, THEFIRST BACKHOE ARRIVED ON SITE AND BY 17:50HRS THE CRACK BELL AND SPIGOT WELDWAS EXPOSED. THE LINE CONTINUED TO SLOWLY DRAIN-UP THROUGH THE NIGHT UNTIL 07:30 HRS ON 12/27/96. AT THAT TIME, WPL FIELD PERSONNEL BEGAN REPAIRING THE LIEN WHICH WAS COMPLETED AT 14:00 HRS. AT 17:00HRS, WITH THE DRUMRIGHT FIRE DEPT PRESENT AND APPROVAL OBTAINED FOR INSITUBURNING, THE CONTAMINATED SITE WASSET ON FIRE WHICH COMPLETED AT 11:45HRS. SOIL REMEDIATION WAS STARTED AND ISCONTINUING TODAY. AT THIS TIME, AND ACCIDENT INVESTIGATION HAS NOT DETERMINED THE CAUSE FOR THE FAILED WELD. VISUAL INSPECTION OF THE WELD INDICATES THATFULL WELD PENETRATION HAD NOT BEEN REACHED IN THE CRACKED AREA. THE CRACKED WELD HAS BEEN SENT TO A METALLURGICAL CONSULTANT FOR A STRESS ANALYSIS. DUE TO THE FACT THAT WPL FIELD PERSONNEL HAD EXPOSED 360' OF LINE CONTAINING THE FAILED WELD IN APRIL OF 1996 TO REMOVE AN ABANDONED CASING AND TO RE-COAT THE LINE, THE PROCEDURES THAT WERE USED ARE ALSO BEING INVESTIGATED. WHEN THE INVESTIGATION IS COMPLETED, A REVISED REPORT WILL BE ISSUED."
6/30/22,YES,NO,19970012,1/29/97,19223,SUN PIPELINE CORP,YES,12/30/96,622,NY,BROOME,VESTAL,NO, ,NO,"AT THE INTERSECTION OF OLD VESTAL AND BUNN HILL RDS IN THE TOWN OF VESTAL, NY. SPECIFIC LOCATION IS LATITUDE 75DEG58'33"" AND LONGITUDE 42DEG05'51"".", ,LINE PIPE,LONGITUDINAL WELD, ,1969,FAILED PIPE, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED PIPE BODY OR SEAM,0,0,0,0,0,0,1400000,1007701.762,2239082.343,DIESEL FUEL,1,986,572,YES,NO,8,0.22,42000,WELDED,,1200,1224,YES,8,1885,7,89,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,DAVE MEADOWS,6106703203,"LONGITUDIAL WELD SPLIT AT LINE PIPE BEND LOCATION CAUSED A RELEASE OF REFINED PETROLEUM PRODUCTS TO LOCAL STORM AND SANITARY SEWERS, BUNN CREEK, SUSQUEHANNA RIVER, AND SOIL AND GROUND WATER. LOCAL EVACUATION OF RESIDENTIAL AND COMMERCIAL BUILDINGS OCCURRED, WITH RESULTING VAPOR ABATEMENT MEASURES AND MONITORING RESULTS ENABLING RESIDENTS AND COMMERCIAL ESTABLISHMENT PATRONS TO REOCCUPY SAME. AN INCIPIENT, FLASH FIRE OCCURRED IN THE BASEMENT OF ONE RESIDENTIAL HOME RESULTING IN MINIMAL DAMAGE. CLEAN-UP ACTIVITIES INCLUDED CONTAINMENT, PHYSICAL REMOVAL AND ABSORPTION ON SURFACE WATERS. REMEDIATION CONSISTS OF SOIL EXCAVATION, SOIL VAPOR EXTRACTION AND GROUND WATER PUMPING AND TREATING.FLASH FIRE OCCURRED IN THE BASEMENT OF ONE RESIDENCE RESULTING IN MINIMAL DAMAGE."
6/30/22,YES,NO,19970014,2/4/97,30907,ASHLAND PETROLEUM CO.,NO,1/3/97,1620,MN,WASHINGTON,COTTAGE GROVE,NO, ,NO,"COTTAGE GROVE TANK FARM, COTTAGE GROVE, MN", ,TANK FARM,TANK, ,1963,OTHER,UNDER INVESTIGATION,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,165000,116693.2779,259288.877,CRUDE OIL,1,475,474,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,0,0,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"R. SCOTT, ADMIN SUPERINTENDENT",6124586458,"THE FLOATING ROOF ON TANK #204 SANK, DAMAGING THE TANK MIXER SEAL CAUSING ACRUDE OIL SPILL.  THE CRUDE OIL STORED IN TANK #204 WAS CHARGED TO THEREFINERY AND TRANSFERRED TO OTHER TANKAGE TO STOP THE SEAL LEAK AND MINIMIZETHE LOSS OF CRUDE OIL. CAUSE STILL UNDER INVESTIGATION (PROBABLE ICE & SNOW)."
6/30/22,YES,NO,19970015,2/3/97,26041,GATX TERMINALS CORP,NO,1/13/97,1500,CA,LOS ANGELES,PARAMOUNT,NO, ,NO,"PARAMOUNT REFINERY- 14700 DOWNEY AVE - PARAMOUNT, CA", ,LINE PIPE,PIPE, ,1929,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,20000,14144.63974,31428.95478,DIESEL FUEL,3,277,275,NO,NO,6,0.28,2160,WELDED,,600,575,YES,4,775,5,96,NO DATA,Null,YES,NO DATA, ,DAMAGE BY OTHERS, ,Null,ONE CALL, ,YES,YES,DAVID KINGSTON,3105187705,"RECEIVED A TELEPHONE CALL FROM PARAMOUNT PETROLEUM CORP THAT OUR GX-145PIPELINE WAS LEAKING ON THEIR REFINERY PROPERTY. AFTER GATX PERSONNEL ARRIVEDAT THE SCENE AND DISCUSSED THE INCIDENT WITH PARAMOUNT PETROLEUM PERSONNEL,THEY INDICATED THEIR CONTRACTOR FUGRO GEOSCIENCES, INC. HAD PUNCTURED GATX'SPIPELINE. UPON EXCAVATION AND INSPECTION OF THE DAMAGED PORTION OF PIPELINE ITWAS DISCOVERED THE CONTRACTOR HAD DRILLED TWO HOLES, ONE APPROX 2 1/2 INCHESAND THE OTHER 1-INCH IN DIAMETER, THROUGH THE GATX PIPELINE. THE PIPELINE WASNOT RUNNING WHEN THE DAMAGE OCCURRED. ALTHOUGH THE FURGO GEOSCEINCES HAD USEDTHE ONE-CALL SYSTEM, THEIR ORIGINAL TICKET HAD EXPIRED AND HAD NOT BEENRENEWED PRIOR TO PERFORMING THEIR WORK. THE DAMAGED PIPE WAS REMOVED AND ASEVEN FOOT SECTION OF NEW PRETESTED PIPE WAS INSTALLED."
6/30/22,YES,NO,19970016,1/28/97,12452,MID - AMERICA PIPELINE CO (MAPCO),YES,1/2/97,1234,WY,SWEETWATER, ,NO, ,NO,T-19-N R-98-W SECTION 23 (P.H.LIVESTOCK PROPERTY), ,LINE PIPE,GIRTH, ,1980,FAILED WELD, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED WELD,0,0,0,0,0,0,169994,120225.1944,267136.687,NATURAL GAS LIQUID,2,6870,0,NO,NO,6.63,0.13,52000,WELDED,,1440,1002,YES,24,1984,12,80,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,ALAN WOLFF,9185811538,"PINHOLE LEAK DISCOVERED, EXCAVATED AND REPAIRED BY INSTALLATION OF A FULLENCIRCLEMENT WELDED SLEEVE."
6/30/22,YES,NO,19970017,1/28/97,9175,JAYHAWK PIPELINE CORP,YES,1/10/97,1135,KS,BUTLER, ,NO, ,NO,"NW 1/4 SECTION 6, TOWNSHIP 27 SOUTH, RANGE 8 EAST OF BUTLER COUNTY, KS 5 MILES SOUTH AND 1 MILE EAST OF ROSALIA, KS", ,PUMPING STATION,TANK, ,1946,OTHER,SEE COMMENTS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,3500,2475.311955,5500.067087,CRUDE OIL,1,889,865,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,0,0,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,ALLEN WILKERSON,3162419270,"A 1 INCH TEE, CONNECTED TO BOTTOM OF LOW SUCTION SWITCH ON TANK, BROKE-LETTING THE OIL COME OUT OF THE TANK. A VALVE NEXT TO TANK WAS CLOSED TO STOPLEAKING. ALL OIL WAS CONTAINED INSIDE TANK DIKE. THE SYSTEM IS SHUT DOWN ANDIN PROCESS OF PURGING AND TO BE ABANDONED. SOIL REMEDIATION ON SITE FOR FINALCLEAN UP. PART D - 1 INCH TEE CONNECTED TO LOW SUCTION SWITCH ON TANK."
6/30/22,YES,NO,19970018,2/4/97,6911,GULF STATE PIPELINE CO INC,NO,12/24/96,1150,TX,HARDIN, ,NO, ,NO, , ,LINE PIPE,PIPE, ,1975,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,45000,32390.41376,71970.50389,NATURAL GAS LIQUID,1,80,71,NO,NO,8.63,0.19,42000,WELDED,,1186,500,YES,24,1878,7,75,EXTERNAL,Null,YES,GALVANIC, ,NO DATA, ,Null,NO DATA, ,Null,Null,HANK BOWMAN,4093851400,"THE PIPELINE LEAK WAS DISCOVERED AT 11:50AM, 12/24/96 FOLLOWING A CALL TO 911THAT THERE WAS AN ODOR OF HYDROCARBON IN A YARD OFF NEYLAND RD, NORTH OFSILSBEE, TX. WHILE RESPONDING, SILSBEE VOLUNTEER FIRE DEPT PERSONNEL NOTIFIEDGULF STATE PIPE LINE. AFTER GSPL PERSONNEL WERE AT THE SITE HYDROCARBON CAMETO THE SURFACE, PIPELINE PUMPING WAS IMMEDIATELY STOPPED AND THE LINE FILLALLOWED TO GRAVITATE BACK TOWARD THE SOUTH. THE SPILL AREA WAS SECURED; THESILSBEE FIRE DEPT PROVIDED FIRE WATCH EQUIPMENT AND PERSONNEL, AND THE COUNTYSHERIFF PROVIDED ACCESS CONTROL. ADDITIONALLY, GSPL HAD THE ENTIRE PIPELINEINSPECTED BY AIRCRAFT TO ASCERTAIN THE INTEGRITY OF THE REST OF THE PIPELINE.ON 12/26/96 THE LINE WAS UNCOVERED, EXPOSING THE BREAK, A VACUUM TRUCK REMOVEDTHE HEEL OF LINE FILL THAT WAS FORCED SOUTH WITH NITROGEN, 1500 GALLONS OFHYDROCARBON WAS RECOVERED PRIMARILY FORM PIPELINE FILL, REMOVED SOIL WASPLACED IN ROLLOFF BOXES AND TRANSPORTED TO A STAGING AREA. ON THE 27TH THEREMAINING SOIL WAS REMOVED, THE TRENCH TESTED FOR VAPORS AND THE PREPAREDSECTION OF REPLACEMENT PIPE INSTALLED AND X-RAYED. THE PIPELINE WAS PUT BACKINTO SERVICE THAT AFTERNOON. FINAL CLEANUP, BACKFILL AND FINEGRADING WASCOMPLETED IN EARLY JANUARY 1997."
6/30/22,YES,NO,19970019,2/4/97,12626,MOBIL PIPELINE CO - EMPIRE,NO,1/5/97,1300,TX,MIDLAND, ,NO, ,NO,"2200 COUNTY ROAD 90E, APPROX. 3 MILES EAST OF MIDLAND, TX OF BUS. 20", ,TANK FARM,VALVE, ,1970,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,INCORRECT OPERATION,INCORRECT OPERATION,0,0,0,0,0,0,7250,5127.431907,11392.99611,CRUDE OIL,1,150,50,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,0,0,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,DG SCOTT,2146585914,"OPERATING/CONSTRUCTION PERSONNEL WERE BLEEDING DOWN A LINE INSIDE TANK FARM TOMAKE A TIE-IN AND INADVERENTLY LEFT A 1/2"" BLEEDER VALVE OPEN CAUSING SPILLAGEOF CRUDE OIL INSIDE TANK DIKE AREA. THE SPILL WAS CONTAINED INSIDE THE TANKDIKE. MAINTENANCE PERSONNEL DISPATCHED TO AREA AND RECOVER AND CLEAN UPPROCEDURES INITIATED. ALL REQUIRED GOVERNMENTAL AGENCIES NOTIFIED. NO INJURIESWERE ASSOCIATED WITH THIS INCIDENT."
6/30/22,YES,NO,19970020,2/12/97,26023,COASTAL STATES CRUDE GATHERING CO,NO,1/9/97,1030,TX,BRAZORIA,DAMON,NO, ,NO,"APPROX 1/2 MILE EAST OF SH36 NEAR DAMON, TX", ,LINE PIPE,PIPE, ,1974,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,38000,26874.81551,59715.01409,L. P. G.,2,320,0,NO,NO,8.63,0.19,2005,WELDED,,1315,450,YES,24,1650,7,74,EXTERNAL,Null,YES,GALVANIC, ,NO DATA, ,Null,NO DATA, ,Null,Null,JOHN THOMAS,7138773802,"AT APPROX 10:30AM ON 01/09/97, DON ENLOE, PIPELINE PILOT REPORTED TO GLENELSTER AN ICE FORMATION APPROX 1 1/2 MILES NORTH OF DAMON STATION. GLEN WENTTO REPORTED LOCATION AND FOUND ICE FROST OF TOP OF THE GROUND (17"" HIGH BY 20'IN DIAMETER) NO VAPORS WERE VISIBLE. DUG AREA AROUND ICE FORMATIONS, VAPORTSSTARTED ESCAPING. COVERED AREA BACK UP. THE LINE WAS STOPPLED AND REPLACEDWITH 118' OF NEW 8 5/8 X 42, EPOXY COATED, TESTED TO 1800 PSI. 10/95, PIPE INORDER TO REMOVE BAD SECTION. INSPECTED OLD PIPE AND DISCOVERED A HOLE APPROX3/32"" CAUSED BY PRIOR CORROSION. CP LEVEL AT THIS LOCATION ARE 1.94."
6/30/22,YES,NO,19970021,2/5/97,22855,"KOCH PIPELINE COMPANY, L.P.",NO,11/1/96,530,OK,BECKHAM, ,NO, ,NO,SE/4 SECTION 15-T10N-R21W, ,NO DATA,PUMP, ,,OTHER,SEE COMMENTS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,14400,10364.9324,23030.56125,CRUDE OIL,1,140,40,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,0,0,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,JAMES HENRY,4052557151,SHIPPING PUMP PACKING GLAND BECAME LOOSE RESULTING IN RELEASE OF PRODUCT. PARTD: LEAKING PACKING GLAND ON PUMP.
6/30/22,YES,NO,19970022,2/5/97,22855,"KOCH PIPELINE COMPANY, L.P.",NO,1/9/97,1430,TX,DENTON, ,NO, ,NO,"3 MILES SE OF AUBREY, TX. J. BRIDGES, JR. SURVEY A-36 DENTON COUNTY, TX", ,LINE PIPE,PIPE, ,1982,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,20000,14144.63974,31428.95478,L. P. G.,2,477,0,NO,NO,4,0.19,42000,WELDED,,1440,496,YES,20,1990,1,82,NO DATA,Null,YES,NO DATA, ,DAMAGE BY OTHERS, ,Null,NO DATA, ,Null,NO,JERRY ROGERS,4053952377,PIPELINE STRUCK BY THIRD PARTY EXCAVATION EQUIPMENT CAUSING DAMAGE AND RELEASEOF PRODUCT.
6/30/22,YES,NO,19970023,2/5/97,22855,"KOCH PIPELINE COMPANY, L.P.",YES,1/2/97,1340,TX,HEMPHILL, ,NO, ,NO,"10 MILES S. OF CANADIAN, TX. SEC 21 BLOCK 1, L.G. & N RR SURVEY. HEMPHILL COUNTY, TX.", ,LINE PIPE,PIPE, ,1974,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,64000,45262.84718,100572.6553,NATURAL GAS LIQUID,2,1955,0,NO,NO,6,0.19,42000,WELDED,,1440,650,YES,24,2150,10,74,NO DATA,Null,YES,NO DATA, ,DAMAGE BY OTHERS, ,Null,ONE CALL, ,NO,NO,JERRY ROGERS,4053952377,PIPELINE STRUCK BY THIRD PARTY DITCHER CAUSING DAMAGE AND RELEASE OF PRODUCT.
6/30/22,YES,NO,19970024,2/7/97,30917,PANENERGY PIPE LINE COMPANY,YES,2/5/96,710,OK,JEFFERSON, ,NO, ,NO,"SE/4, SECTION 33, TOWNSHIP 3 SOUTH, RANGE 7 WEST", ,TANK FARM,PIPE, ,,FAILED PIPE,DAMAGE BY OTHERS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED PIPE BODY OR SEAM,0,0,0,0,0,0,13324,9590.441622,21309.66653,CRUDE OIL,1,500,495,NO,NO,10,0.32,0,THREADED,,15,15,NO,0,0,0,0,NO DATA,Null,YES,NO DATA, ,DAMAGE BY OTHERS, ,Null,NO DATA, ,Null,Null,DON ALLEN,8174952224,"10"" SUCTION LINE HAD BEEN HIDDEN YEARS AGO AND THE PIPE SPLIT. IT WAS ON ASUCTION LINE FROM THE TANK TO THE SUCTION OF THE BOOSTER UNIT. INCIDENTOCCURRED ON 02/05/96. THIS INCIDENT WAS WITHIN THE BOUNDARIES OF OUR PROPERY,ADDINGTON STATION, AND NEVER LEFT OUR PROPERTY. SUPPLEMENTAL SUBMITTED 2/11/97INDICATES THAT 10"" SUCTION LINE HAD BEEN HIT AT SOME PREVIOUS TIME, AND THEEXTREMELY COLD WEATHER PROBABLY CAUSED A STRESS FRACTURE AND CAUSED THE PIPETO SPLIT.  IT WAS ON A SUCTION LINE FROM THE TANK TO THE SUCTION OF THEBOOSTER UNIT."
6/30/22,YES,NO,19970026,2/20/97,25133,TEXACO TRADING & TRANSPORTATION INC,NO,1/25/97,900,CA,KERN, ,NO, ,YES,"NE 1/4 SEC 32, T31S, R23E", ,LINE PIPE,PIPE, ,1911,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,0,0,0,0,10000,7072.319871,15714.47739,CRUDE OIL,1,580,80,NO,NO,6,0.25,0,WELDED,,480,800,YES,4,600,11,95,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,RICHARD KELLEY,8053282310,"THIS 6"" PIPELINE FAILED DUE TO EXCESSIVE PRESSURE DUE TO PUMP RELIEF VALVEMALFUNCTION. THIS PIPELINE WAS SOLD TO TARGET DRILLING IN 1993 WITH THE SALEOF INTEREST IN PROPERTY BY TEXACO."
